lang,created_at,public_metrics,reply_settings,text,id,author_id,conversation_id,source,search_query,geo,in_reply_to_user_id,referenced_tweets
zh,2014-08-28T16:30:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,生氣也有資格跟道理like someone hit ur head at the back .... #disappointed http://someurl,505029725883232258,224057548,505029725883232258,Instagram,#disappointed,,,
zh,2014-08-21T08:20:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,大不推| 除非熱愛看電影的氣氛| 或想在大螢幕看很多台灣場景| 不然乖乖等影片就好...| 連我都一度想睡...| | #Lucy #disappointed http://someurl,502369641306808320,1252995156,502369641306808320,Instagram,#disappointed,,,
zh,2014-08-14T04:27:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,大所失望，檳州政府與市民依然無法通過第三張票來選出地方政府...| #disappointed,499774339751747586,170480339,499774339751747586,Twitter for Android,#disappointed,,,
zh,2014-08-12T12:07:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,難道真的找不到好吃的五星級飯店下午茶？？ (〒︿〒)| #12kitchen #2hr #soso #disappointed http://someurl,499165241318862848,999789674,499165241318862848,Instagram,#disappointed,,,
zh,2014-08-03T11:24:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,乱糟糟的一堆书 去了两次书展 书就那么一丁点 文具就花了Rm200++ 还有一个很想买的手工机器买不下手 :(( 今天最后一天了...... #sad #disappointed... http://someurl,495892852422230016,1004233963,495892852422230016,Instagram,#disappointed,,,
zh,2014-07-17T02:02:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,跟了我這麼多年還搞不清我在工作方面的思維，真是令我太失望了。😞 #disappointed,489590985463037952,51333029,489590985463037952,OS X,#disappointed,,,
zh,2014-07-15T07:26:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,下午是最浪费时间的时候| 热！什么都做不到| #hot #badmood #disappointed,488947669692190721,2354290976,488947669692190721,Twitter for Android,#disappointed,,,
zh,2014-07-14T11:03:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,此刻心情: 輸球+輸錢不開森...| Be disappointed  about Messi miss the WorldCup champion again...| #disappointed... http://someurl,488639819363672065,2287772222,488639819363672065,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [120.21948668, 22.98525198]}, 'place_id': '204a435ce97d5de4'}",,
zh,2014-06-14T15:37:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,朋友，我对你很失望。关心地问候，却换来冷漠。| Top from dressandstyleboutique 😉 | #june #2014 #giveup #disappointed... http://someurl,477837321278996480,339608670,477837321278996480,Instagram,#disappointed,,,
zh,2014-06-13T03:52:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,"以前什么都Ah Lim| 现在走远一点了,又不见你找Ah lim| #disappointed",477297449996808192,625446441,477297449996808192,Twitter for iPhone,#disappointed,,,
zh,2014-06-07T17:59:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,做超過12小時的鑲嵌玻璃| 現在滿腦子都是玻璃| 眼前也都是玻璃花色.......| 真是太刻骨銘心了........| | #disappointed #day,475336380755615745,1454440453,475336380755615745,Twitter for iPhone,#disappointed,,,
zh,2014-06-05T02:27:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,彻底对自己失望了...... #disappointed #tired #sick http://someurl,474376858448826369,2239942904,474376858448826369,Instagram,#disappointed,,,
zh,2014-05-28T16:10:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Photo: 一次又一次的打擊，一次又一次的心碎... 沮喪又力不從心的，什麼時候才能好轉？ 不想再以眼淚度日，真的好累好累... #life #disappointed #depressed #exhausted... http://someurl,471684933858373632,183574932,471684933858373632,Tumblr,#disappointed,,,
zh,2014-05-28T16:10:21.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,一次又一次的打擊，一次又一次的心碎...| 沮喪又力不從心的，什麼時候才能好轉？| 不想再以眼淚度日，真的好累好累...| #life #disappointed #depressed #exhausted #tear... http://someurl,471684911368503297,183574932,471684911368503297,Instagram,#disappointed,,,
zh,2014-05-25T16:46:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,確實的。。。倔強至今😔每次看到都仍然會很糾結😞 不要問，只要看。 懂的人自然懂~記得！不要問！ #五月天 #mayday #may #sadness #sad #unhappy #disappointed... http://someurl,470606869820895233,24386731,470606869820895233,Instagram,#disappointed,,,
zh,2014-05-25T16:16:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,日本的赢了？| #Our #Holiday #were #lost #I #am #felling #disappointed #.....,470599323579723776,1287683755,470599323579723776,Facebook,#disappointed,,,
zh,2014-05-24T14:22:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,我不要圓圓臉啦 😢| | #Disappointed http://someurl,470208266379616256,2244721508,470208266379616256,Instagram,#disappointed,,,
zh,2014-05-20T08:57:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,我不后悔，我只感到遗憾的是那些谁给了希望，没有严肃性 #Sorry #Regret #disappointed,468676781709357056,316973791,468676781709357056,TweetDeck,#disappointed,,,
zh,2014-05-05T19:10:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,既然對不起了他們| 唯有用第四隻手指去作安慰| #sorry #hurt #sad #cry #addoil #standby #staywith #support #lost #disappointed... http://someurl,463395410875514881,910875823,463395410875514881,Instagram,#disappointed,,,
zh,2014-05-02T00:34:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Soon deluso. #disappointed #sad #unlucky @ 中國醫藥大學 http://someurl,462027396007604225,299178037,462027396007604225,Instagram,#disappointed,,,
zh,2014-04-25T17:26:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,再次证实这世界没人会把你当朋友的| 所以别随便把身边的朋友当朋友| #disappointed#sad#no#more#friend#alone#insomia#midnight#exam#coming#soon#nervous#,459745392167358465,955346791,459745392167358465,Twitter for iPhone,#disappointed,,,
zh,2014-04-16T13:28:37.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,本来估计会考到三科中最高分的科目，谁知会是三科中最低分的那个....#disappointed,456423921391108096,135081317,456423921391108096,Twitter for Android,#disappointed,,,
zh,2014-04-03T22:07:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,利用人就有。无事不登三宝殿. #disappointed #shameonyou,451843573085138944,21397949,451843573085138944,Twitter for iPhone,#disappointed,,,
zh,2014-04-02T15:16:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,欸......最近受了不少打擊| 要在生活裡隱居一陣子才行啊～| #cp #fighting #recently #schoollife #university #disappointed http://someurl,451377648527499265,2394731148,451377648527499265,Instagram,#disappointed,,,
zh,2014-03-22T05:19:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#140322| 早上喝了兩杯拿鐵| 希望等下不會想睡覺| 心情有點無!奈!| #disappointed#girl#taiwan#taoyuan @ 中壢市立圖書館 http://someurl,447241015834202112,1315826755,447241015834202112,Instagram,#disappointed,,,
zh,2014-03-22T04:42:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,其實頗失望。| #disappointed #maskingtape #maskingsticker #vocabularybook http://someurl,447231785513263105,1522146122,447231785513263105,Instagram,#disappointed,,,
zh,2014-03-14T16:29:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,难道你在我背后也是让别人看你怎么不理我!!??😡 #weirdo #meanee #disappointed,444510523799769088,2199052706,444510523799769088,Twitter for iPhone,#disappointed,,,
zh,2014-03-12T13:28:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,他x的！怎么一个两个都不紧张啊！| 真的以为还有很多时间吗？？| #angry #disappointed #helpless,443740286640857088,2354290976,443740286640857088,Twitter Web Client,#disappointed,,,
zh,2014-03-08T08:08:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,那些年，我们一起追不到的光洙 😢| 谢谢这位傻婆陪我一起在21岁前做了一个疯狂的事! #bestie #crazy #wedidntgettoseekwangsoo #disappointed... http://someurl,442210224406298624,150944858,442210224406298624,Instagram,#disappointed,,,
zh,2014-02-17T05:19:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,当别人说容易的时候，你就要承认自己差劲！👎👎👎 #disappointed,435282310347239424,507492358,435282310347239424,Twitter for Android,#disappointed,,,
zh,2014-02-14T18:00:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,#双情人节 中西合璧 #valentineday #chapgohmei #抛柑活动 didnt get mandarin orange to 抛 #disappointed... http://someurl,434386762300129280,174649540,434386762300129280,Instagram,#disappointed,,,
zh,2014-02-08T08:06:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,唉，突破後防，單刀唔入，可惜 #soccer #hkicl #disappointed #tournment @ Morse Park 摩士公園 http://someurl,432062971943333888,288007164,432062971943333888,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [114.19, 22.34047222]}}",,
zh,2014-02-05T17:39:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,做女儿真难。| #february #2014 #6th #wednesday #emo #fight #wtf #disappointed #instahair #instamood... http://someurl,431119822664237056,339608670,431119822664237056,Instagram,#disappointed,,,
zh,2014-02-04T15:58:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,看完 莫內展後的戰利品| 小夜燈!| #Monet #Disappointed #lamp @ NHRI 單身宿舍 http://someurl,430731999327039488,999789674,430731999327039488,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [120.9079613, 24.7116035]}}",,
zh,2014-02-03T15:24:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Photo: 找不到而累淚 無路 無路 失去 只想躺著靜待 #upset #typic #taiwan #taichung #disappointed http://someurl,430361115311493120,385500789,430361115311493120,Tumblr,#disappointed,,,
zh,2014-01-21T11:56:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,唉 被放鴿子了。。。到底是第幾次呢??I am so sad😢😢😢本來以為終於可以見到面了 但...好吧😭😭 #IAmSoSad #disappointed http://someurl,425597866955247616,1331169962,425597866955247616,Instagram,#disappointed,,,
zh,2014-01-20T18:12:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,沒有心機痛恨你  做你知己沒名利 #sad #unhappy #disappointed #hkgirl #hkstagram #hkig #hk #girl #bestrong #behappy... http://someurl,425330058275094528,24386731,425330058275094528,Instagram,#disappointed,,,
zh,2014-01-12T03:48:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,好心把你当好朋友你却把我当什么 (;| #disappointed,422213420163682306,2286544034,422213420163682306,Twitter for Android,#disappointed,,,
zh,2013-12-30T17:14:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Video: 笑笑帶過 #disappointed #taiwan #kaohsiung #smile #minions #video #laugh http://someurl,417705234488918016,385500789,417705234488918016,Tumblr,#disappointed,,,
zh,2013-12-30T16:49:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,此刻感覺。。。糟透了╯︿╰ 誰會來拯救可憐的玉琪？ #沮喪 #失望 #傷心 #不能接受 #不行 #不開心 #迷茫 #unhappy #sad #tired #disappointed #feelbad... http://someurl,417699089057603584,24386731,417699089057603584,Instagram,#disappointed,,,
zh,2013-12-27T15:22:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,難道就沒有人能值得信任？ #disappointed http://someurl,416589790817964032,2230614806,416589790817964032,Twitter for iPhone,#disappointed,,,
zh,2013-12-27T15:14:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,眼看着一个特贵的开发码明天就过期了，联系了几个好友都没法帮助我，我一定要买个MAC  #disappointed,416587860821569540,512887831,416587860821569540,Twitter Web Client,#disappointed,,,
zh,2013-12-27T01:54:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,我不想一直重复说我不喜欢的东西 如果你明白我 你也不会重复又重复。#disappointed,416386460783112192,213293212,416386460783112192,Twitter for iPhone,#disappointed,,,
zh,2013-12-25T14:35:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,不知怎麼搞的，今年的聖誕節......| 可能是期待變成失望的概念吧......| 我知道我該學習知足| #disappointed,415853240345821185,1943514522,415853240345821185,Twitter for Android,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [121.5352085, 25.0414222]}}",,
zh,2013-12-13T09:52:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,買了不能用的感覺真不好受... #disappointed #iphone5s http://someurl,411433313430020097,2230614806,411433313430020097,Twitter for iPhone,#disappointed,,,
zh,2013-12-11T13:08:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"班长, think for once.| 班长, imagine for once.| 班长, open your small brain for once.| | #Disappointed #AsExpected #NotToThatStandard",410758001000079360,186031642,410758001000079360,Twitter for Android,#disappointed,,,
zh,2013-12-07T17:12:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,總是想得太多也想得太遠。。。今夜慘了╯︿╰要怎麼辦？ #悲傷 #不開心 #討厭 #感覺 #想的太多 #想得太遠 #sad #unhappy #disappointed #cry... http://someurl,409369867159351296,24386731,409369867159351296,Instagram,#disappointed,,,
zh,2013-12-07T16:13:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,看錯 #disappointed #confused,409354912644866048,1043910679,409354912644866048,Twitter for iPhone,#disappointed,,,
zh,2013-11-30T03:00:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,再重傷也重不過對自己失望。💔 #squaready #potd #ootd #disappointed #emo #heartbreak #exhausted #sad #unhappy... http://someurl,406618619314196480,1162675285,406618619314196480,Instagram,#disappointed,,,
zh,2013-11-26T19:22:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"熱臉貼冷屁股的感覺很幹，懂？| 不在乎的人到底是你還是我？| #856 to go, #ib #fml| #irritated #pissed #disappointed #wtf #whatever... http://someurl",405416209317113857,155990639,405416209317113857,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [-3.535314, 50.466411]}, 'place_id': '26eb69ac3ac29514'}",,
zh,2013-11-25T18:17:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,你永远还不了我18岁的时光 🚶..... #18 #nightmare #disappointed #i #really #hate #you #how #dare #you #fucking... http://someurl,405037577801334785,1328519221,405037577801334785,Instagram,#disappointed,,,
zh,2013-11-22T16:27:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,決定不去演唱會了 媽媽突然給我RM100叫我去買我想買的Super Junior的東西 能算是意外的收穫嗎 ??._.| #不能去SS5 #disappointed #sad,403922711816052738,1039600837,403922711816052738,Twitter Web Client,#disappointed,,,
zh,2013-11-22T16:27:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,演唱會還是去不成了 交通問題最讓人討厭 唉 討厭那該死的未成年 !!!:(| #SS5 #disappointed #sad,403922583701037056,1039600837,403922583701037056,Twitter Web Client,#disappointed,,,
zh,2013-11-22T10:32:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"昨晚对自己说,为了你我决定踏出这一步... | 现在你竟然跟我说鬼话来气我?? | #totally #disappointed #on #you #while #Im #giving #what #you... http://someurl",403833404875366400,369511717,403833404875366400,Instagram,#disappointed,,,
zh,2013-11-21T15:21:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,越是坚强的时候，越是脆弱得容易崩塌的时候。#upset #tearsdrop #disappointed #emotion #sad #well #Keep #staystrong #cuz #you... http://someurl,403543715043868673,555224418,403543715043868673,Instagram,#disappointed,,,
zh,2013-11-20T01:47:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,無心上課讀書的感覺| 滿腦只想出去玩| 怎麼辦| | #disappointed #taoyuan #DYSH #student #girl #taiwan http://someurl,402976494986993664,1315826755,402976494986993664,Instagram,#disappointed,,,
zh,2013-11-14T03:50:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Photo: 就像這樣 慢慢浮現 說真的 不生氣 只難過 就算氣 也是氣自己。 #sad #friend #disappointed #feeling #thought #iphone #camera #taiwan... http://someurl,400832985530105856,385500789,400832985530105856,Tumblr,#disappointed,,,
zh,2013-11-14T03:50:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,就像這樣| 慢慢浮現| | 說真的| 不生氣| 只難過| | 就算氣| 也是氣自己。| #sad #friend #disappointed #feeling #thought #iphone #camera... http://someurl,400832976084533248,385500789,400832976084533248,Instagram,#disappointed,,,
zh,2013-10-31T16:27:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,沒什麼一笑便過  也至少把某些遺憾化為玩笑好過 O_o #unhappy #sad #angry #disappointed #可歌可泣 #迷你兵 #小小兵 #minions #theminions @someuser http://someurl,395950233257259008,24386731,395950233257259008,Instagram,#disappointed,,,
zh,2013-10-31T13:51:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,2012年之後的bicycle deck真的質量有變差，對比09年的tiger，紙質變薄不說，還沒有抓力，滑的要死。 #disappointed,395910880556089344,47862270,395910880556089344,Tweetbot for iOS,#disappointed,,,
zh,2013-10-11T16:08:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,一个表面的微笑，背后不知藏了多少苦涩的事。😔☺️ #october #2013 #11th #friday #chinesewordsareemo #frustrated #disappointed... http://someurl,388697653422612480,339608670,388697653422612480,Instagram,#disappointed,,,
zh,2013-10-10T12:55:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,无法笑着面对 原以为自己很有把握的科目都给我一掌掉进谷底 要我如何再去相信努力后是有成果的? #disappointed #on #myself #fvck #off #:( http://someurl,388286700344320001,905485670,388286700344320001,Instagram,#disappointed,,,
zh,2013-09-29T10:10:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,沒期待就沒失望！！| Now I know it #disappointed :-(,384258762086690817,1159462147,384258762086690817,Twitter for iPhone,#disappointed,,,
zh,2013-09-27T18:03:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,fk u gang! 我最不能忍受你们在我背后搞事，还被我发现！ #damn #shit #disappointed,383653015145570304,1685681894,383653015145570304,Twitter Web Client,#disappointed,,,
zh,2013-09-22T11:56:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,貓貓，你好可愛啊/_\ #Disappointed #cat #sigh #hkig #cutecat http://someurl,381748834483044352,314714985,381748834483044352,Instagram,#disappointed,,,
zh,2013-09-15T07:50:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",everyone,Hello new wound. :( 这次竟然把栏踢断 Zzzz. #failure #disappointed #100mHurdles #SibuOpen2013 http://someurl,379150130827767808,580763595,379150130827767808,Instagram,#disappointed,,,
zh,2013-09-11T15:59:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,已經看不透你有沒有把我當一回事 #feel #bad #hurt #disappointed  #in #you #crying #midnight http://someurl,377823744087326721,207363302,377823744087326721,Instagram,#disappointed,,,
zh,2013-09-11T02:58:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,有點難過有點失望，可是又能如何呢？ 我想回台中讀書了 嗚嗚嗚嗚  #sad #disappointed #lose  #confidence http://someurl,377627160439435264,175814335,377627160439435264,Instagram,#disappointed,,,
zh,2013-09-10T15:05:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,這社會所謂的正義和公平跑到哪了？!  #disappointed,377447767540375552,890413561,377447767540375552,Twitter for Android,#disappointed,,,
zh,2013-09-07T10:44:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,真倒霉 ! 每次要买的东西都缺货是怎样 ?!!  #raining #day #boring #disappointed #haizzz http://someurl,376294783243018240,181910034,376294783243018240,Instagram,#disappointed,,,
zh,2013-09-06T15:24:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,我无言。#disappointed,376003016215625728,550121760,376003016215625728,Twitter for Android,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [101.5912104, 3.0725579]}, 'place_id': '6b9ed4869788d40e'}",,
zh,2013-09-05T09:22:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,Its a very foggy and rainy day... #disappointed @ 西海大峡谷 http://someurl,375549449940267008,7877582,375549449940267008,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [118.15721891, 30.14247823]}}",,
zh,2013-08-29T11:49:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,心情跌入谷底时，谢谢那多几脚来让我直入无底深渊~ #disappointed #sadness #unhappy #depress #moody #emo #instadaily #potd... http://someurl,373049679376039936,165406956,373049679376039936,Instagram,#disappointed,"{'coordinates': {'type': 'Point', 'coordinates': [-1.408513, 53.414585]}, 'place_id': '2492a6d8e91adf5c'}",,
zh,2013-08-27T13:35:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,內疚感湧上心頭 很在意阿 =/ #feelsorry #disappointed,372351785236578305,890413561,372351785236578305,Twitter for Android,#disappointed,,,
zh,2013-08-20T15:09:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"就算介意, 我可以怎样...叫你不要出队然后来陪我吗 :( #disappointed.",369838558246219776,1036100268,369838558246219776,Twitter for Android,#disappointed,,,
zh,2013-08-19T17:57:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"身心都很累很累...心情也差得很...負能量又爆燈!所以又要把心事都寫進好久不見的日記上,今晚,心痛了...流淚了...我也真的累了... #sad #unhappy #disappointed... http://someurl",369518466945908736,24386731,369518466945908736,Instagram,#disappointed,,,
zh,2013-08-18T11:34:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,只是比較有錢是多好啦不懂 #disappointed #with #xxx http://someurl,369059721342246912,841395056,369059721342246912,Instagram,#disappointed,,,
zh,2013-08-17T16:03:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,你轉身離開| 是說陌生人也做的太徹底了......| 你在誤會什麼 本應該是你要感到開心的post| 自己也矛盾的心情| 算了 你以為你有多難忘 -宥嘉 說謊| #hopeless #disappointed #suchalie http://someurl,368765072190881792,537463363,368765072190881792,Twitter for iPhone,#disappointed,,,
zh,2013-08-15T17:37:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,或許吧| 以為這樣可以得到什麼| 也或許| 以為這樣可以幫助什麼| 但以為在最後還是傷害了什麼| 想多了頭痛 想通了心痛| 那就放下吧！ #disappointed #in #you #sad #blue... http://someurl,368063879383089152,207363302,368063879383089152,Instagram,#disappointed,,,
zh,2013-08-06T13:01:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,@someuser 吃里扒外alr lo #disappointed,364732855768711169,382573613,364705426585030657,Twitter for iPhone,#disappointed,,507046459,"[{'type': 'replied_to', 'id': '364732691603656704'}]"
zh,2013-07-27T10:33:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",everyone,还真的花钱买了个教训| 改天我做人还是得放聪明点 #cunning #businessmen #my #dear #first #smart #phone #disappointed,361071944998715392,859658185,361071944998715392,Twitter for iPad,#disappointed,,,
zh,2013-07-25T15:09:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,偶爾的小發牢騷是抒發，慣性變成抱怨 #Disappointed #ShitNoOneSays,360416601247449088,916705429,360416601247449088,Twitter for iPad,#disappointed,,,
zh,2013-07-21T15:05:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"无论多受伤, 都要笑着去面对一切... =D #Moody #Down #Disappointed #SmileForTomorrow ♥ http://someurl",358965952177643522,1227714506,358965952177643522,Instagram,#disappointed,,,
zh,2013-07-16T17:02:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,"这种感觉自己懂,怎么告诉人家都不会了解...只好自己受苦 #sad #disappointed #heartbroke #lost",357183474756632576,275530195,357183474756632576,Twitter for iPhone,#disappointed,,,
zh,2013-07-07T17:31:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",everyone,当真心换来无情，我将选择沉默来对待！ #brandnewday #brandnewme #disappointed #careless,353929319615180800,92713437,353929319615180800,Twitter for iPhone,#disappointed,,,
zh,2013-06-27T07:28:22.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",everyone,不能去迪士尼因為沒有錢⋯ #disappointed,350153618235736064,367631663,350153618235736064,Twitter Web App,#disappointed,,,
