public_metrics,created_at,id,text,reply_settings,conversation_id,source,author_id,lang,search_query,geo,referenced_tweets,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-10T23:16:46.000Z,476503267498016768,"Eu não considero estar de férias, até os exames acabarem! #depressed",everyone,476503267498016768,Twitter for iPad,321523001,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-10T22:06:16.000Z,476485523859832833,@someuser porque o jantar é sopa . #depressed,everyone,476481809300353024,Twitter for  Android,1538710718,pt,#depressed,,"[{'type': 'replied_to', 'id': '476484897461506048'}]",789447613
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-10T10:18:09.000Z,476307319719202816,os exames a chegarem e eu sem forças para estudar!:s #depressed,everyone,476307319719202816,Twitter Web Client,2480614194,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-10T01:55:43.000Z,476180881888251904,@someuser vish me desprezando na cara dura pqp #depressed,everyone,476180324297506816,Twitter for Android,263402412,pt,#depressed,,"[{'type': 'replied_to', 'id': '476180324297506816'}]",269448376
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-09T20:16:17.000Z,476095458339983360,Situacions a la vida que mai entendras i que no saps com encara segueixes inmers... #increible #stress #depressed #atomaaaaaarpoor..,everyone,476095458339983360,Twitter Web Client,249825838,ca,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-09T18:15:23.000Z,476065035035615233,GORDA! #sofat #suicidal #depressed #disorder #asco #anaymia #ugly #sociedad #words #badwords #mía... http://someurl,everyone,476065035035615233,Instagram,2557218726,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-09T16:10:09.000Z,476033519194370048,Finde depre :/ #Depressed #Scruffy #Feelbad #Fat #Stupid #HateMyself #Disaster #Help #SaveMe http://someurl,everyone,476033519194370048,Instagram,426107273,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-06-08T21:22:54.000Z,475749833954045952,@someuser hahahhaha hahahhaa #single #depressed #text,everyone,475707733056843777,Twitter for iPhone,266859863,it,#depressed,,"[{'type': 'replied_to', 'id': '475707733056843777'}]",435453890
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T19:02:18.000Z,475714452172865536,Toda a gente #inlove e eu aqui agarrada ao livros :/ #depressed,everyone,475714452172865536,Twitter for  Android,2168796948,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-06-08T18:20:14.000Z,475703866793943040,"Hoje vi um filme, um episódio de Drop Dead Diva e dois episódios de 2 Broke Girls. É para verem o quanto estou deprimida. #sunday #depressed",everyone,475703866793943040,Twitter Web Client,349209626,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T11:59:01.000Z,475607931287638016,porque é que a vida nos trama| #yesterday. #zumbaparty #depressed http://someurl,everyone,475607931287638016,Instagram,145329689,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T07:50:05.000Z,475545284542758912,@someuser @someuser também acho #sad #lonely #depressed,everyone,475543995662495745,Twitter for Android,1880615816,pt,#depressed,,"[{'type': 'replied_to', 'id': '475544954018996224'}]",2475213132
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T00:37:50.000Z,475436502441533440,"Ouvindo @someuser fiz uma lista no Spotify chamada #depressed, auto-estima está lá em cima ☝️😿",everyone,475436502441533440,Twitter Web Client,163244526,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-08T00:35:00.000Z,475435789401464833,"Fiz uma lista no Spotify chamada #depressed, auto-estima está lá em cima ☝️😿",everyone,475435789401464833,Twitter for iPhone,50134410,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-05T17:20:20.000Z,474601628168114176,Inglês é minha língua oficial no trabalho e em casa. Aí faço um teste pra entrar num curso preparatório e não atinjo nem 50% #depressed,everyone,474601628168114176,Twitter Web Client,91830918,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-04T02:47:39.000Z,474019624061652994,"que mundo é este no qual minha girl crush maior, @someuser tá namorando com um homem?!?!?!!! #depressed",everyone,474019624061652994,Twitter Web Client,30403976,pt,#depressed,{'place_id': '85f604f26afe552f'},,
"{'retweet_count': 5, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2014-06-03T06:12:56.000Z,473708896088240128,http://someurl 💔 #lifehouse #lyrics #broken #depressed #music #heartbroken #quotes by xomuniba http://someurl,everyone,473708896088240128,IFTTT,2208106734,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-06-01T00:12:49.000Z,472893495322357760,"Minha vida tá uma merda,mas ninguem precisa saber,então boto um sorriso na cara e finjo que tou bem mesmo morrendo por dentro #depressed",everyone,472893495322357760,Twitter Web Client,2345355739,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-31T20:13:00.000Z,472833142525796352,"@someuser Já era, já me cortei :c #depressed #girlproblems #emo",everyone,472831670878359552,Twitter Web Client,2537928919,pt,#depressed,,"[{'type': 'replied_to', 'id': '472831670878359552'}]",999757458
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-31T18:31:08.000Z,472807504238632960,Vou comprar uma blusa hoje que é branca. Acho que estou deixando de ser #emo #gótico #depressed #softgrunge #gorda,everyone,472807504238632960,Twitter Web Client,272225823,pt,#depressed,{'place_id': '1355fdec1bc623f4'},,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-30T19:42:48.000Z,472463152408694784,#depressed | bora lá Águas a estudar HCA,everyone,472463152408694784,Twitter for  Android,526589169,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-30T18:07:48.000Z,472439247811923968,Toda o que faço fica sempre bosta #depressed,everyone,472439247811923968,Twitter for iPad,84812263,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-30T11:45:48.000Z,472343113923821568,http://someurl ... #pressãopraproduzir #depressed #composição #NessaCopaEuVou ..fazer isso não sussego....,everyone,472343113923821568,Twitter Web Client,127401345,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-29T23:49:53.000Z,472162945498349568,Boom Maga! :D hahahaha. :P #Depressed</3 http://someurl,everyone,472162945498349568,Instagram,1334198168,tl,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-29T09:53:56.000Z,471952574846074880,uns tem vicio das drogas eu tenho vicio de chorar :( #depressed,everyone,471952574846074880,TweetDeck,340901513,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-29T04:39:58.000Z,471873558734307329,TC plis. #depressed,everyone,471873558734307329,Twitter Web Client,122282223,ht,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-28T21:53:47.000Z,471771340639567872,Cara hoje to num dia de saudades =( #depressed,everyone,471771340639567872,Twitter Web Client,181234048,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-28T18:58:19.000Z,471727184105975808,Fds merda do episodio do teen wolf nunca mais sai ahhhh #depressed #stressed,everyone,471727184105975808,Twitter for Android Tablets,1971013201,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-26T20:29:49.000Z,471025435930001408,Pele @someuser #Depressed,everyone,471025435930001408,Twitter for BlackBerry®,233505132,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-25T22:22:58.000Z,470691523659837440,"Fds, hje era mesmo o meu dia de RIR!Fy exames e frequências :(  #depressed",everyone,470691523659837440,Twitter for Windows Phone,360873513,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-25T00:35:55.000Z,470362592805138432,#depressed sem vontades básicas,everyone,470362592805138432,Twitter for iPhone,520888417,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-05-21T11:41:24.000Z,469080515057057792,Hoje não tem #Arrow| Hoje não tem #Olicity | I`m #depressed,everyone,469080515057057792,Twitter for  Android,165548745,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-20T21:47:02.000Z,468870538249912320,Photo: Lo sabias? #Depressed #HurtsWords http://someurl,everyone,468870538249912320,Tumblr,319209090,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-20T11:54:20.000Z,468721381425696771,Ma quanto quanto quanto quanto devo studiare oggi😱 #me #selfie #mirror #depressed #ANSIA #ANSIA... http://someurl,everyone,468721381425696771,Instagram,2245928042,it,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-19T04:41:53.000Z,468250165862625282,mal estar escasso agora #tired #gayboy #insomniac #sad #depressed #goodbye #nyc http://someurl,everyone,468250165862625282,Instagram,532563198,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-18T16:41:13.000Z,468068803906379776,"-Dimenticalo, ce la farai. -Come se per te fosse facile dimenticare una persona, vero? - #depressed... http://someurl",everyone,468068803906379776,Tumblr,1114054332,it,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-17T10:53:34.000Z,467618926143479808,Eu a ajudar pessoas e ainda apanho uma alergia...É esta a minha sorte. Não estou aqui a fazer nada para isto. | | #depressed #sad :(,everyone,467618926143479808,Twitter Web Client,981312890,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-17T01:11:18.000Z,467472395583094784,http://someurl eminem>>> #depressed #blithe #anorexic #cutting #cuts #depressions #tumblr #helpme #sad ... http://someurl,everyone,467472395583094784,IFTTT,2208106734,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-16T21:32:50.000Z,467417413084905472,Carita de nada. #sad #love #suicidal #depressed #lonely #depression #alone #suicide #selfharmmm #pain... http://someurl,everyone,467417413084905472,Instagram,116643559,es,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-16T19:24:25.000Z,467385098003046401,Quer martírio maior do que ouvir The scientist do Coldplay? kk #depressed,everyone,467385098003046401,Twitter Web Client,102140296,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-16T09:35:16.000Z,467236831734423553,Vou deixar este mundo um pouco! Até logo.    #sad #brazil #emo #nyc #depressed #gay #heartbeats... http://someurl,everyone,467236831734423553,Instagram,532563198,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-15T22:47:35.000Z,467073837322874880,...já peço desculpas por antecipação por qualquer eventual grosseria... #stressed #depressed but #well... http://someurl,everyone,467073837322874880,Instagram,40581712,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-14T22:41:16.000Z,466709859438964737,Se me perdieron hojas de Mein Kampf #depressed,everyone,466709859438964737,Twitter Web Client,183347527,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-05-14T20:04:11.000Z,466670329713393666,EU E A ROSE ACABAMOS POR NÃO IR ÀS COMPRAS #REVOLTADA #DEPRESSED #SAD #TEEN #GIRL #SUICIDAL #PAILE,everyone,466670329713393666,Twitter Web Client,1421370854,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-13T17:13:32.000Z,466264997925240832,Literalmente sem comida em casa. Frigorífico vazio = alma vazia #empty #fridge #why #crying #depressed... http://someurl,everyone,466264997925240832,Instagram,136354541,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-12T21:33:38.000Z,465968063754817536,@someuser por isso meus banhos duram eternidades #depressed,everyone,465943414790709248,Twitter for iPad,1158464342,pt,#depressed,,"[{'type': 'replied_to', 'id': '465943414790709248'}]",1558141890
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-12T21:23:54.000Z,465965614566494208,@someuser  penso che non riesco ad ascoltarlo! #argh #depressed,everyone,465965375298232320,Twitter Web Client,1112944428,it,#depressed,,"[{'type': 'replied_to', 'id': '465965375298232320'}]",23758460
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-12T19:13:59.000Z,465932919144722433,@someuser como é que te podes ter esquecido #chorei #depressed #emo #3m0 #youhateme #nobodyunderstandsme,everyone,465930517414948864,Twitter Web Client,2172800994,pt,#depressed,,"[{'type': 'replied_to', 'id': '465931121679941632'}]",2189489865
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-12T03:56:20.000Z,465701987271864320,Eu aqui me imaginando em viagens que eu nunca vou fazer... #aff #depressed,everyone,465701987271864320,Twitter for iPhone,135554642,pt,#depressed,"{'place_id': '23d81de6fe7594cb', 'coordinates': {'type': 'Point', 'coordinates': [-49.26890178, -16.68653272]}}",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-11T19:50:03.000Z,465579610173095938,@someuser n tou confortavel com o meu corpo dxcp ;( #teenproblems #depressed #sad,everyone,465547028744142848,Twitter Web Client,1876295636,pt,#depressed,,"[{'type': 'replied_to', 'id': '465547028744142848'}]",1917993415
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-11T18:44:14.000Z,465563043859296256,Cherche nimporte qui ou nimporte quoi à prendre en photo! #photography #depressed,everyone,465563043859296256,Twitter for iPhone,44944361,fr,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-10T13:08:30.000Z,465116166953132033,É nestes momentos que comeco a ficar muito #depressed,everyone,465116166953132033,Twitter for  Android,362770755,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2014-05-08T20:22:13.000Z,464500539724931072,quando o teu amigo zimbas faz um corte à bandido e queres um igual :((((((| #soft #pale #depressed #grunge,everyone,464500539724931072,Twitter Web Client,865390962,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-08T19:20:25.000Z,464484988520787968,#Lovatic #Depressed #MyStory Part 1 http://someurl,everyone,464484988520787968,Keek,517607385,en,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-05-08T19:18:43.000Z,464484559795814401,@someuser e eu choro com ela #sad #pale #depressed,everyone,464484133818089472,Twitter Web Client,1707628644,pt,#depressed,,"[{'type': 'replied_to', 'id': '464484259563327488'}]",1131443929
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-05-08T01:26:17.000Z,464214674897403904,@someuser ah nada xD memórias do passado só #pale #ex-#depressed #teen,everyone,464212377387683840,TweetDeck,339706972,pt,#depressed,,"[{'type': 'replied_to', 'id': '464214546140631040'}]",1921197691
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-08T00:37:03.000Z,464202284872630272,#depressed...mentira,everyone,464202284872630272,Twitter Web Client,179760870,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-07T23:44:34.000Z,464189075353001984,Sou chata por isso ele nunca se vai apegar.| #depressed,everyone,464189075353001984,Twitter for iPad,782624754,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-07T14:56:17.000Z,464056128892973056,Y Kaká? Porqué no está Kaká? #Depressed #Shocked #PutoScolari,everyone,464056128892973056,Twitter for Android,71864340,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-05-07T11:48:01.000Z,464008751603671041,"Se mangio pane e formaggio da due giorni, pranzo e cena, prima o poi dimagrisco? #depressed 😔",everyone,464008751603671041,Twitter for iPad,1867762723,it,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-06T00:47:57.000Z,463480249611980800,"Acebei de saber que Arthur morre no final de Merlin , tipo... Nada haver 😒 Era pra ele ficar com Gwen no final e nao morto #depressed",everyone,463480249611980800,Twitter for Android,264567517,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-05T17:48:12.000Z,463374617621856257,fotor_apps #Fotor | #me #black #beauty #boring #darkeyes #darkness #depressed #follow #girls #style... http://someurl,everyone,463374617621856257,Instagram,795278887,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-05-05T11:13:39.000Z,463275325926162432,Segunda começando daquele jeitão! :/ #depressed @someuser,everyone,463275325926162432,Twitter Web Client,354610608,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-05T02:20:05.000Z,463141050010583042,"Nao queiram parar de estudar, parar de trabalhar e simplesmente ficar em casa.. É HORRÍVEL! #Depressed",everyone,463141050010583042,Twitter for iPhone,447209510,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-04T22:37:28.000Z,463085026973061120,Só de saber que amanhã tenho aulas à tarde e há gente vai pra praia #depressed,everyone,463085026973061120,Twitter Web Client,527949500,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-05-04T16:31:07.000Z,462992830534008832,"@someuser eu te entendo, eu queria ser magra e gostosa mas isso n dá certo ;( #depressed",everyone,462992300793413632,Twitter Web Client,226944372,pt,#depressed,,"[{'type': 'replied_to', 'id': '462992300793413632'}]",1287539652
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-05-04T05:34:26.000Z,462827568878850048,Parem o tempo pois não quero segunda feira. #depressed,everyone,462827568878850048,Twitter for Android,24810873,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-04T01:37:51.000Z,462768033904488450,"@someuser pensei que já tinhas iso bicho, beijo #depressed",everyone,462754893502369792,Twitter Web Client,816294630,pt,#depressed,,"[{'type': 'replied_to', 'id': '462767796813049856'}]",863501707
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-03T22:42:58.000Z,462724022229561344,@someuser Uma coisa q me tira do sério é Comprar um livro e quando acho q é o fim têm continuação..q só se lança no próximo ano #depressed,everyone,462693167830413313,Twitter for  Android,2353197767,pt,#depressed,,"[{'type': 'replied_to', 'id': '462722340183633920'}]",1890399679
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-03T00:56:19.000Z,462395191912333312,"A tristeza é constante, a ansiedade me consome, a dor corrói o que sobrou de mim. #Suicide #Depressed #MeusSentimentos",everyone,462395191912333312,Twitter Web Client,2474524932,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-02T22:16:30.000Z,462354973360414720,"Eu não estou triste, eu sou triste.| #Depressed #Suicide #Cry",everyone,462354973360414720,Twitter Web Client,2474524932,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-05-01T23:57:21.000Z,462017966885044224,Fins dema #depressed,everyone,462017966885044224,Twitter for Android,2371944742,ca,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-05-01T22:29:40.000Z,461995898256769024,follow for more RT @someuser Quantos somos #pale #depressed #emo #teens #macacos???| | Dá RT e vê quantos somos! :pp,everyone,461995723937284096,Twitter for iPad,189888070,pt,#depressed,,"[{'type': 'replied_to', 'id': '461995723937284096'}]",575215377
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-29T15:02:23.000Z,461158559519346688,"@someuser como só danificou o vidro, da sim. Vou tentar ir na sexta no centro pra ver isso #depressed",everyone,461108006193598465,Twitter for Android,263008252,pt,#depressed,,"[{'type': 'replied_to', 'id': '461157862035980288'}]",45709015
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2014-04-28T16:48:19.000Z,460822830855487489,Dizem que é pouco fds ... #depressed,everyone,460822830855487489,Twitter for Android,2287531130,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-27T19:41:09.000Z,460503939557769217,NOS FILMES DESTROEM BMW TIPO ITS NOTHING :( #DEPRESSED,everyone,460503939557769217,Mobile Web,383198681,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2014-04-27T01:02:27.000Z,460222410445582337,Esta babá não me aquece #depressed #teen,everyone,460222410445582337,Twitter for Android,625017470,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-27T00:55:44.000Z,460220717985173504,Queria ter estado mais tempo com a minha princesa #sad #depressed #pale #teen,everyone,460220717985173504,Twitter Web Client,1918100340,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-27T00:05:47.000Z,460208146980818944,Nooooooo.. ja estem a diumengee :( #Depressed #OnHasAnatFinde?,everyone,460208146980818944,Twitter Web Client,429776824,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-26T19:17:31.000Z,460135604551168000,"Tô com dor, meu cabelo tá curto, não tô dormindo direito a noite, minhas unhas tão curtas... #depressed",everyone,460135604551168000,Twitter Web Client,226944372,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-26T04:06:12.000Z,459906264198557696,Como passou tão rápido? #depressed,everyone,459906264198557696,Twitter for iPad,76768078,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-26T02:06:41.000Z,459876187003977728,Amanhà tem show do Tiago Iorc e eu nau vou... de novo T_T parabéns pra mim (indo me enforcar) @someuser| #Depressed,everyone,459876187003977728,Mobile Web,303927391,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-25T14:06:32.000Z,459694952461922305,Photo: Não tenho tempo para acordar indisposta. #morning #girl #me #fallow #nice #bad #depressed... http://someurl,everyone,459694952461922305,Tumblr,220367678,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-25T14:06:30.000Z,459694944484347904,Não tenho tempo para acordar indisposta. #morning #girl #me #fallow #nice #bad #depressed #fallowback... http://someurl,everyone,459694944484347904,Instagram,220367678,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-25T09:55:11.000Z,459631700629520384,Someday • Tradução: http://someurl  : [  : / #triste #depressed,everyone,459631700629520384,Twitter for Android,147284741,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-24T06:14:02.000Z,459213658338643968,Pq sempre de madrugada pq?? #depressed,everyone,459213658338643968,Twitter for iPhone,206922775,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2014-04-23T21:26:25.000Z,459080880582324224,#EuAmavaQue a minha cruch me ligaçe e me desse atenssão k n aguento nem mais 1 dia WHY VIDINHA WHY fdxx #depressed,everyone,459080880582324224,Twitter Web Client,2455502624,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-23T02:04:27.000Z,458788462020558848,Ma-tv #depressed #GoDrakkarGo #Qplayoffs,everyone,458788462020558848,Twitter for Android,52756438,it,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-23T00:18:52.000Z,458761891402481664,Conheci a Demi sabe nao precisava saber disso :c #sad #depressed,everyone,458761891402481664,Twitter Web Client,121240518,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2014-04-20T23:13:59.000Z,458020784636964864,#Depressed #depression  #sad #suicidal #suicide #emo #emoboy #emogirl | Acho que pessoas suicidas sao... http://someurl,everyone,458020784636964864,Instagram,2478968446,pt,#depressed,,,
"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2014-04-20T21:14:15.000Z,457990651771379712,@someuser @someuser @someuser eu sou paile tsipo #depressed #sad #iolo #swag,everyone,457968564935622656,Twitter Web Client,1421370854,pt,#depressed,,"[{'type': 'replied_to', 'id': '457990483839815680'}]",1876295636
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-20T15:22:47.000Z,457902202481549312,As férias vieram de lambreta e foram de fórmula1. #depressed,everyone,457902202481549312,Twitter for iPhone,1183954328,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-19T14:49:36.000Z,457531465551843329,"Caso de suicídio é quando você não pode colocar uma grama de chocolate na boca, em plena Páscoa. #depressed #pascoa",everyone,457531465551843329,Twitter Web Client,266183661,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-19T01:39:47.000Z,457332703239884800,Sacanagem do @someuser exibir a imagem do bichinho morrendo e ninguem ajudar... #depressed,everyone,457332703239884800,Twitter Web Client,18810077,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-18T21:03:43.000Z,457263227102314496,Não tenho series para ver #depressed,everyone,457263227102314496,Twitter for Android Tablets,543684629,pt,#depressed,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2014-04-18T19:26:09.000Z,457238675081162752,a vida pregou-me uma partida #sad #depressed #selfharm,everyone,457238675081162752,Twitter Web Client,288796440,pt,#depressed,,,
