id,conversation_id,public_metrics,text,reply_settings,created_at,author_id,source,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
788349416843259905,788349416843259905,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Gravity!!! Mula 10am hanggang ngayon di pa rin ayos ang fuse! :3 #sad,everyone,2016-10-18T12:02:02.000Z,4852140258,Twitter for iPhone,tl,#sad,,,
788339495183626240,788339495183626240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Enrollment na . Yung Pang tuition ko Coming soon Palang #Sad.,everyone,2016-10-18T11:22:36.000Z,2992708200,Mobile Web (M2),tl,#sad,,,
788332689778552832,788332689778552832,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",Kainis! hindi na ako nakakaparinig kay @someuser Namimiss kona sya 😦.hindi namam kasi abot dito yung connection ng radio 😒 #Sad @someuser,everyone,2016-10-18T10:55:34.000Z,335618006,Twitter for Android,tl,#sad,,,
788247156281008128,788247156281008128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",New #Twittr id| #SuPeRHiT| #RoManTic| #SaD| #IshQ| #Urdu#PoeTrY| K Li Abi Typ Krn| PoeTrY eSi K Jo BHaa jae| -| Follow @someuser| Send to 40404,everyone,2016-10-18T05:15:41.000Z,714362859992563712,Twitter SMS,tl,#sad,,,
788244409141727232,788244409141727232,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",unti unti may nakikita na akong liwanag pero #sad pa rin,everyone,2016-10-18T05:04:46.000Z,1417752744,Twitter for Android,tl,#sad,,,
788182043679072256,788182043679072256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Asussss bisan unsaon jud nimog effort! dle jud sya ganhan nimo! #sad,everyone,2016-10-18T00:56:57.000Z,757455054127271936,Twitter for iPhone,tl,#sad,,,
788177866462748672,788177866462748672,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#cat #catsofinstagram #tokyo #japan #sad #hapa #hafu #animal #photooftheday #instadaily @ Tokyo... http://someurl,everyone,2016-10-18T00:40:21.000Z,54575355,Instagram,tl,#sad,,,"{'place_id': '7ee61f505fdfdf5c', 'coordinates': {'type': 'Point', 'coordinates': [139.70077358, 35.69347941]}}"
788069099679068160,788069099679068160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Di ako makakapag#lib sa Wednesday, may bagyo na naman. #sad | | 😂😂😂",everyone,2016-10-17T17:28:09.000Z,229704623,Twitter for Android,tl,#sad,,,
788031314675036161,788031314675036161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",DiL Ko ChUo JaNe| #WaLi | #Urdu Poetry| #Sad Poetry| #DuKhi Shairi | #NewS UPDATH HasiL| KarNe Ke Liye| +| FOLLOW| @someuser| SenD TO 4O4O4 PAR,everyone,2016-10-17T14:58:00.000Z,751376483919269888,Twitter SMS,tl,#sad,,,
788029154323161088,788029154323161088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Pahabol naman ng Goodvibes dyan @someuser @someuser | Badly need it.huhu #sad ako  :(| | btw for you guys| ⬇ http://someurl,everyone,2016-10-17T14:49:25.000Z,156653730,Twitter for Android,tl,#sad,,,
788023763207987204,788023763207987204,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1 day to go its my day. Pero parang walang nakaka alala 😭😪 #sad,everyone,2016-10-17T14:28:00.000Z,727810642145484800,Twitter for iPad,tl,#sad,,,
788009171555758081,788009171555758081,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",wala pa #sad huhuhuhu #unggoy http://someurl,everyone,2016-10-17T13:30:01.000Z,3305221550,Twitter Web Client,tl,#sad,,,
787983230293057536,787983230293057536,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",daming party wala namang money #sad,everyone,2016-10-17T11:46:56.000Z,1473832248,Twitter Web Client,tl,#sad,,,
787978599047438336,787978599047438336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nakakaasar na.....| #sad,everyone,2016-10-17T11:28:32.000Z,1590636553,Twitter Web Client,tl,#sad,,,
787974414134419456,787974414134419456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}","maski na eka okay, magpaka-okay ka kasi ala e, no choice ka #sad 😂😂😂",everyone,2016-10-17T11:11:54.000Z,3194986914,Twitter for Android,tl,#sad,,,
787959716643090432,787959716643090432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",True! Tsk! #sad http://someurl,everyone,2016-10-17T10:13:30.000Z,1145689447,Twitter for Android,tl,#sad,,,{'place_id': '00ca4cd1517ddd94'}
787890409481474048,787887472021680128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser yeah :( napalitan ng Go Wifi and medyo mabagal siya huhuh u #SAD,everyone,2016-10-17T05:38:06.000Z,446384622,Twitter Web Client,tl,#sad,"[{'type': 'replied_to', 'id': '787888105210675200'}]",560825498,
787885297228918784,787885297228918784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ubusan na agad ng ticket #sad. Di kasi ako nakapunta ng moa ng 10am taga bantay bata huhuhu,everyone,2016-10-17T05:17:47.000Z,391120171,Twitter for Android,tl,#sad,,,
787824159904587776,787824159904587776,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Sa sobrang gaganda ng mga tropa ko, wala namang kaaway pero nagkakaroon mga insekyorang haters. hahahahaha #sad",everyone,2016-10-17T01:14:51.000Z,1282158452,Facebook,tl,#sad,,,
787813009943040001,787813009943040001,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","#sad 😔 #disappointed @someusere,Tahiti,Fr Polynesia at night 6000x3375 [OC] #CityPorn http://someurl http://someurl",everyone,2016-10-17T00:30:33.000Z,8096152,Twitter for Android,tl,#sad,,,
787696578895110144,787696578895110144,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Tell me what you want. Nahihiya na tuloi ako sayu. #sad,everyone,2016-10-16T16:47:53.000Z,304256895,Facebook,tl,#sad,,,
787653835812507648,787648038395219969,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",@someuser ganyan ba talaga panakasali na sa pageant? #sad hayss,everyone,2016-10-16T13:58:03.000Z,2382043189,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '787650000687734784'}]",1522190564,
787650232225976321,787649649863647233,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser sino bang magccare? wala naman huhu #sad #sakit,everyone,2016-10-16T13:43:43.000Z,623660340,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '787649649863647233'}]",623660340,
787639432618708992,787639432618708992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",non elnella tweet sobra naman yung non call na yun ke sol mercado #sad,everyone,2016-10-16T13:00:49.000Z,767320694698803201,Twitter for iPhone,tl,#sad,,,
787634307510730752,787634307510730752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Mukhang Kinakalimutan ako ng mga bespren ko ahh...󾬎| | #Sad!,everyone,2016-10-16T12:40:27.000Z,2292986732,Facebook,tl,#sad,,,
787622678173659136,787622678173659136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Akala mo siya na, kaso hindi pa rin pala. :( | | #Goodevening | #Sad day (Y)",everyone,2016-10-16T11:54:14.000Z,753548416030879744,Facebook,tl,#sad,,,
787610303244570624,787610303244570624,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Yung guy na to, ito yung mga tipong gusto mo pero may gusto sya na iba pero di sya pinapahalagahan. #Sad",everyone,2016-10-16T11:05:04.000Z,61974388,Twitter for iPhone,tl,#sad,,,
787587670364958721,787587670364958721,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Bakit wala sa spotify yung ibang remix sa trapnation 😭😭 #sad,everyone,2016-10-16T09:35:07.000Z,1170280742,Twitter for iPhone,tl,#sad,,,
787554618230190080,787554618230190080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Saan pwede manood ng series. Sira putlocker.is #Sad,everyone,2016-10-16T07:23:47.000Z,3079448150,Twitter Web Client,tl,#sad,,,
787550272029548544,787548467358859264,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser away oytay akipay akonay #sad,everyone,2016-10-16T07:06:31.000Z,2564733684,Twitter for iPad,tl,#sad,"[{'type': 'replied_to', 'id': '787549564307853312'}]",2432126034,
787541364598673408,787541364598673408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",a simple hoax post will really determine kung gaano kadali ma uto karamihan sa mga pinoy hayyy #sad,everyone,2016-10-16T06:31:07.000Z,877930159,Twitter for iPhone,tl,#sad,,,
787535715626209280,787535715626209280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser Miss ko na ang mga carpoolmates ko. EP #sad,everyone,2016-10-16T06:08:40.000Z,787531189938565120,Twitter Web Client,tl,#sad,,347145344,
787528080877195264,787501450909790208,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}","@someuser eh cassiopeia, paano ako mag pa-parody kung ang gusto kong character ay nakuha na..?#sad",everyone,2016-10-16T05:38:20.000Z,3391783634,Twitter for iPad,tl,#sad,"[{'type': 'replied_to', 'id': '787501450909790208'}]",754916568958509056,
787521472130584581,787521472130584581,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",May King Bhumibol rest in peace| .| .| .| .| .| .| .| #sad #thailand  #happy  #vscoph #vscobest... http://someurl,everyone,2016-10-16T05:12:05.000Z,527277460,Instagram,tl,#sad,,,
787497011255791616,787491418868559872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser @someuser @someuser nawala na akong lion 😭😭 #sad,everyone,2016-10-16T03:34:53.000Z,1336922838,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '787491418868559872'}]",274538549,
787454526097911808,787454526097911808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Street juice. #sugarcane #sweet #india #delhibelly #didnotdrinkit #sad @ Lakshman Jhula... http://someurl,everyone,2016-10-16T00:46:03.000Z,25756519,Instagram,tl,#sad,,,"{'place_id': '3d7e33e4d09aef4e', 'coordinates': {'type': 'Point', 'coordinates': [78.31473584, 30.12215497]}}"
787328390428696576,787328390428696576,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Gusto kong isave lahat ng snap mo. Kaso hindi pwede. #sad,everyone,2016-10-15T16:24:50.000Z,566948033,Twitter for Android,tl,#sad,,,
787309835687780352,787309835687780352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",DiL Ko ChUo JaNe| #WaLi | #Urdu Poetry| #Sad Poetry| #DuKhi Shairi | #NewS UPDATH HasiL| KarNe Ke Liye| +| FOLLOW| @someuser| SEnD TO 4O4O4 PAR,everyone,2016-10-15T15:11:06.000Z,749072151479717890,Twitter SMS,tl,#sad,,,
787259530501578752,787259530501578752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Pammi http://someurl ea #okay #moda #hug #sad #вверх #aceh,everyone,2016-10-15T11:51:13.000Z,2791797040,MEGAPO.ST,tl,#sad,,,
787232754505224192,787232754505224192,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",KITNA SUKON KITNA AARAM HAI by @someuser http://someurl #nadeemshravan @someuser @someuser @someuser #Sad #love #Melody,everyone,2016-10-15T10:04:49.000Z,728476231448940544,Twitter Web Client,tl,#sad,,,
787228834516971520,787228834516971520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Ako ang na sisisi ako ang laging may kasalanan.. :(| #sad,everyone,2016-10-15T09:49:14.000Z,3278397247,Twitter for Android,tl,#sad,,,
787183453246676992,787183453246676992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pero may paper pa kong tatapusin #sad,everyone,2016-10-15T06:48:55.000Z,278393425,Twitter for iPhone,tl,#sad,,,
787156388682174465,787156388682174465,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#sad ako walang nag tweet sa akin victor tweet mo ako please,everyone,2016-10-15T05:01:22.000Z,787149608375885824,Twitter Web Client,tl,#sad,,,
787047871535165440,786907653079306243,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser matagal pa bago mabuhay ulit yun hahahaha ganun din lovelife ko #sad,everyone,2016-10-14T21:50:09.000Z,292864141,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '786956548102729728'}]",929278555,
787016189687902208,787016189687902208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Panibagong branch bukas. Panibagong routine, panibagong pakikisama, panibagong mga kasama. #changes #sad #why",everyone,2016-10-14T19:44:16.000Z,291642604,Twitter for Android,tl,#sad,,,"{'place_id': '01d141c510bfd4a1', 'coordinates': {'type': 'Point', 'coordinates': [120.7259174, 14.8156584]}}"
786976955396534273,786976955396534273,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Time check! 1:07am Pulaw Para sa ekonomiya! | | #SAD| #Defense| #Thesis,everyone,2016-10-14T17:08:22.000Z,1279873214,Facebook,tl,#sad,,,
786874882239758336,786874882239758336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",!...Ye Dil Kambkhat Manta Hi Nahi...!!!| +| | +| Zara Aao Isay Samjhao K Tum Kisi Aur K Ho...!!!| | FRMM| Rj DilshaD| | #SaD iiD| | Follow| @someuser,everyone,2016-10-14T10:22:46.000Z,4106611175,Twitter SMS,tl,#sad,,,
786861703908593664,786861703908593664,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",dapat sa oct 26 na si shawn eh :( #sad http://someurl,everyone,2016-10-14T09:30:24.000Z,1272307627,Twitter for Android,tl,#sad,"[{'type': 'quoted', 'id': '786858835055042562'}]",,
786855083174572032,786855083174572032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Yung ang dami ko gusto sabihin pero yung nag explain nako napaka layo sa kung ano ang dapat. #stagefrightproblems #loser #sad,everyone,2016-10-14T09:04:05.000Z,3248609070,Twitter for iPhone,tl,#sad,,,{'place_id': '017a4afa29d71c65'}
786853096362160128,786853096362160128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Hi nakakaboring naman d2 kasi lagi ako nasabahay puro tab ipod laptop | #sad,everyone,2016-10-14T08:56:11.000Z,743695296660529152,Mobile Web (M2),tl,#sad,,,
786782067241656320,786782067241656320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","Thank you Papa God 😇 for the 2nd time, hindi nanaman ako nakapunta ng recognition day #sad http://someurl",everyone,2016-10-14T04:13:57.000Z,291715776,Twitter for iPhone,tl,#sad,,,
786781766614777856,786781766614777856,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Tinawagan ko si Jumin aba di ako sinagot #SAD,everyone,2016-10-14T04:12:45.000Z,123211893,Twitter for Android,tl,#sad,,,
786742549255946240,786742549255946240,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Huhu! -__- Pagkakataon Ko Nasana Pero frown emoticon Wala akung ticket | #Isip-Isip| #SAD http://someurl,everyone,2016-10-14T01:36:55.000Z,765070237284696064,Twitter Web Client,tl,#sad,,,
786599641542295552,786599641542295552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Gusto ko sana pero never pa ako nag-exam for Civil Service. Huhu~ #sad| Deadline Oct 21. #asa 😭 http://someurl,everyone,2016-10-13T16:09:03.000Z,3007052863,Twitter Web Client,tl,#sad,"[{'type': 'quoted', 'id': '785395459082727424'}]",,
786582219372408833,786581206968049665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser mukhang napasa mo naman na lahat hahaha yung sa eap pati sa contemp pati yung proposal ng sa kpwkp #sad,everyone,2016-10-13T14:59:49.000Z,4801146049,Twitter Web Client,tl,#sad,"[{'type': 'replied_to', 'id': '786581628675956739'}]",1326416658,
786550275506970624,786550275506970624,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",@someuser natatakot ako baka bukas mabasa ko nlang: Alyssa Valdez na-trade na para maglaro sa Rain or Shine. Lol hayss #sad,everyone,2016-10-13T12:52:53.000Z,2382043189,Twitter for Android,tl,#sad,,306818072,
786533392468758530,786533392468758530,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","kapag die hard fan ka ng 1 team ,eto ang pinakamalungkot yung may ite-trade sa isa sa member ng  team.|  salamat @someuser #JamesYap #sad",everyone,2016-10-13T11:45:48.000Z,614663407,Mobile Web (M2),tl,#sad,,,
786515135179268098,786515135179268098,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Overnight para sa ekonomiya 😂 #SAD,everyone,2016-10-13T10:33:15.000Z,992067793,Twitter for Android,tl,#sad,,,
786324842421379074,786324842421379074,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",Ksi frnd n mjhy birthday wish n kya #Sad 😞😔,everyone,2016-10-12T21:57:06.000Z,3232360760,Twitter for Android,tl,#sad,,,
786283956425617408,786283956425617408,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#HakunaKituMbayaKama UhuRuto wanakula nyama na Joe Kadenge anameza mate. #sad,everyone,2016-10-12T19:14:38.000Z,2417032128,Twitter for Android,tl,#sad,,,
786229355890380800,786229355890380800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Para saan ba tong ginagawa ko...😢😢😢| #hurt #sad,everyone,2016-10-12T15:37:40.000Z,3311293843,Twitter for Android,tl,#sad,,,
786226301203951616,786222768798871552,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",@someuser wallet na di nauubusan ng laman. Kaso wala pala akong wallet💔 #sad,everyone,2016-10-12T15:25:32.000Z,723918492672479232,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '786222768798871552'}]",121419183,
786198578557390848,786198578557390848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Sad Nas Lok oery Ot mean nak Yey Jea 1 — feeling sad,everyone,2016-10-12T13:35:22.000Z,760422835173134336,Facebook,tl,#sad,,,
786175718354882561,786175718354882561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",feel so bad...haizt..nd ako maka youtube hina ng net!!!...#SAD,everyone,2016-10-12T12:04:32.000Z,785833408568098816,Twitter Web Client,tl,#sad,,,
786148331449753600,785784474483109888,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@someuser @someuser nagpuppy face siya noon nagmukhang bulldog #sad,everyone,2016-10-12T10:15:42.000Z,4667283457,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '785842333350760449'}]",1351530176,
786115169562816512,785788421746728960,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser @someuser Pero champion parin kame :( #sad hahahahahahaha,everyone,2016-10-12T08:03:56.000Z,322977096,Twitter Web Client,tl,#sad,"[{'type': 'replied_to', 'id': '786112127413157888'}]",173015453,
786110935270363136,786086983407902720,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",@someuser daig pa yun kapangalan ko. #sad,everyone,2016-10-12T07:47:06.000Z,3004122710,Twitter for Android,tl,#sad,"[{'type': 'replied_to', 'id': '786086983407902720'}]",18650530,
786073017034108929,786073017034108929,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Yung mbbsa mong binabash ag idol mu pero #shutUP klang dhil d ka kgya nla!! #sad mssbi mu nlang na hmmm bhla  na nga kau😒,everyone,2016-10-12T05:16:26.000Z,4044096378,Twitter for Android,tl,#sad,,,
786070519414128640,786070519414128640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Nawawala yung mygel ko. #sad,everyone,2016-10-12T05:06:30.000Z,3195092090,Twitter for Android,tl,#sad,,,
785827620541784064,785827620541784064,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",simpleng hello okay lang hindi mo pa mabigay| #sad #umaasa,everyone,2016-10-11T13:01:19.000Z,720976970687729665,Twitter Web Client,tl,#sad,,,
785797593389555712,785797593389555712,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Ka Boring Wala Si CRUSH Gaina,,,May Pah Wala Nalang Ko Ning Adto :( :( :( | #Sad",everyone,2016-10-11T11:02:00.000Z,2804985793,Facebook,tl,#sad,,,
785766978443218944,785766978443218944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Gusto ko nang magkaroon ng girlfriend kaso parang magastos Hahaha!| #Sad,everyone,2016-10-11T09:00:21.000Z,749024332513284096,Facebook,tl,#sad,,,
785754520999428096,785754520999428096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#Sad tapos nanaman siguro maganda episode bukas update nalang guys.....! #DKWalangLusot,everyone,2016-10-11T08:10:51.000Z,725248291114381312,Twitter for Android,tl,#sad,,,
785709333527011328,785709333527011328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","ATM #Storyboard #SAD @ San Andres, Manila http://someurl",everyone,2016-10-11T05:11:17.000Z,366021711,Instagram,tl,#sad,,,"{'place_id': '01bb53b81ba40196', 'coordinates': {'type': 'Point', 'coordinates': [121.00388889, 14.57388889]}}"
785678073333112833,785678073333112833,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",diko pa at a name-memorize pyesa ko sa speech choir tsaka declamation #sad,everyone,2016-10-11T03:07:04.000Z,623758274,Twitter for Android,tl,#sad,,,
785670488349605888,785670488349605888,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}","Di talaga ako natutuwa kapag nakikita ko crush ko. Alam mo yun, parang reminder na forever hanggang tingin ka nalang. #sad",everyone,2016-10-11T02:36:56.000Z,155505213,Twitter for iPad,tl,#sad,,,
785643621173252097,785643621173252097,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",mageexpire na data ko #sad,everyone,2016-10-11T00:50:10.000Z,376061968,Twitter for Android,tl,#sad,,,
785636345465204736,785636345465204736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Theodoro 😍😍🐱🐱 #Love #Tired #Sad #Instaday #Instamoment #Instagood #Instafood #Instagram... http://someurl,everyone,2016-10-11T00:21:15.000Z,281206731,Instagram,tl,#sad,,,
785532406170284032,785532406170284032,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",Yung pagiging sensitive na nagcacause ng misunderstanding sa housemates #sad #PBBFriends4ever,everyone,2016-10-10T17:28:14.000Z,4044096378,Twitter for Android,tl,#sad,,,
785525881037000705,785525881037000705,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#hurricanematthew #devastating #poweroutages #sad #cold @ N Myrtle... http://someurl,everyone,2016-10-10T17:02:19.000Z,769169996220104704,Instagram,tl,#sad,,,
785493289629683713,785493289629683713,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@someuser  Salamt sa original, @someuser Salamt sa revival :) | #sad",everyone,2016-10-10T14:52:48.000Z,782750891824734210,Twitter Web Client,tl,#sad,,82922157,
785487749117648897,785486901302087680,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",@someuser hala naniwala sya. Djk. Hahahha tunay naman yon. 😂 #Polyethylene Hoy di kayo nagsama DQ :( #SAD,everyone,2016-10-10T14:30:47.000Z,325864171,Twitter for iPhone,tl,#sad,"[{'type': 'replied_to', 'id': '785487560395018241'}]",1376887310,
785469914068885505,785469914068885505,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Bakit kapa mag-lalive kung am mo naman na walang manood. #Sad,everyone,2016-10-10T13:19:55.000Z,314544142,Twitter for Android,tl,#sad,,,
785441484329717760,785441484329717760,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Fuck nawala lahat ng pictures ko!!! #sad,everyone,2016-10-10T11:26:57.000Z,605294683,Twitter for Android,tl,#sad,,,
785376042550566912,785376042550566912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Buy 1 take 1 ang DQ ngayon. Kaso wala naman akong kashare. #Sad,everyone,2016-10-10T07:06:54.000Z,154151346,Twitter for Android,tl,#sad,,,
785355230653231104,785355230653231104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","#SAD vs #Congrs but i say to congrs k sadi fasal mandi ch ese tra he Pichle 15 sala to jaa rhi aa,aive kisana te siyast na kro #Bajwa sab",everyone,2016-10-10T05:44:12.000Z,751432801552044036,Twitter for Android,tl,#sad,,,
785304545718968320,784673355534176256,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@someuser @someuser @someuser bakit ganun? tapos daming vaccant pa na upuan. tapos ubos na ticket. #SAD,everyone,2016-10-10T02:22:48.000Z,429772701,Twitter Web Client,tl,#sad,"[{'type': 'replied_to', 'id': '784673355534176256'}]",1665264421,
785152995671482368,785152995671482368,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Powtah! I kennat upload pics :< Hindi ko tuloy ma-share ung bago kong OTP #sad,everyone,2016-10-09T16:20:36.000Z,763026227275833344,Twitter Web Client,tl,#sad,,,
785058698771038208,785058698771038208,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Yung doble na pagreremind sayo pero di mo pa din mapuntahan hahahaha #sad http://someurl,everyone,2016-10-09T10:05:54.000Z,2277676687,Twitter for iPhone,tl,#sad,,,
784978559982940161,784978559982940161,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Suko na ako #sad,everyone,2016-10-09T04:47:27.000Z,464272452,Twitter Web Client,tl,#sad,,,
784929720626479104,784929720626479104,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Sushi 🍣 #Love #Tired #Sad #Instaday #Instamoment #Instagood #Instafood #Instagram #Goodmoments... http://someurl,everyone,2016-10-09T01:33:23.000Z,281206731,Instagram,tl,#sad,,,"{'place_id': '0067ac795cb0bcc9', 'coordinates': {'type': 'Point', 'coordinates': [-70.69515334, -33.6230465]}}"
