source,referenced_tweets,conversation_id,author_id,reply_settings,id,in_reply_to_user_id,text,created_at,public_metrics,lang,geo,search_query
Twitter for iPhone,,813438929605160960,604867594,everyone,813438929605160960,89214789,@someuser shocking state of the dough balls?? #disappointed http://someurl,2016-12-26T17:38:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813437596957343744,2712883678,everyone,813437596957343744,3196458072,@someuser if you are gonna keep having delays you gotta give us better cards for TRD. Jey Uso Elite isnt gonna cut it #disappointed,2016-12-26T17:33:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813436647647887361,33461905,everyone,813436647647887361,50632720,@someuser I give up...Ive filled my bag 8 times online and its emptied at checkout for no reason #disappointed #giveup,2016-12-26T17:29:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",en,,#disappointed
Twitter for iPhone,,813436500616577024,78677703,everyone,813436500616577024,,Give us our club back!! #disappointed ⚽️,2016-12-26T17:29:09.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813434818461663233,2246023046,everyone,813434818461663233,,Maximizing Profit > Tradition. Top tier Boxing Day football isnt as special when there are only 8 matches played. #disappointed,2016-12-26T17:22:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813434413623242752,527672316,everyone,813434413623242752,472870164,@someuser bought this in august in great excitement ...sadly been to buy a replacement strap ...#disappointed Strap worn really quickly http://someurl,2016-12-26T17:20:51.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '813420085197045760'}]",811760791351398400,18707930,everyone,813434330471141376,11018442,. @someuser Did the survey and they gave me a code for $10 off regular price item. #Disappointed,2016-12-26T17:20:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813432416593330176,150695442,everyone,813432416593330176,,"Just what I thought,  you are coward, if your intention is real you will do something more than expected.  #disappointed",2016-12-26T17:12:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813431213633499140,2434723442,everyone,813431213633499140,,"Had a dream that I ordered a big breakfast at a restaurant, then woke up before I received the breakfast. #Hungry  #Disappointed",2016-12-26T17:08:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813429940016283648,115065954,everyone,813429940016283648,,"Such poor customer service & hospitality at @someuser Giaffre experience, not owning up to staff mistake has ruined our Boxing Day #disappointed",2016-12-26T17:03:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '813429172114571264'}]",813429172114571264,3033636604,everyone,813429750786097152,2829333475,@someuser Was wanting the new Beam App for Xbox One & Windows 10 but we wont be seeing that will we? #disappointed,2016-12-26T17:02:20.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,813428725853208576,329876024,everyone,813428725853208576,869685930,"@someuser I dont know how many millions of faithful customer you have got, but you lost one before having one! #disappointed",2016-12-26T16:58:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813428057927196672,160908649,everyone,813428057927196672,17290098,@someuser down at such a critical time in the fixtures #disappointed,2016-12-26T16:55:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813427282467438592,2232417582,everyone,813427282467438592,22030851,@someuser no nmd shipment and no ticket either... #disappointed,2016-12-26T16:52:31.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813425565868982273,2763135656,everyone,813425565868982273,,"Ive been eating the same @someuser sandwich for years, then I leave for 5 months and they dont have it anymore??? #disappointed",2016-12-26T16:45:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Echofon,"[{'type': 'replied_to', 'id': '813423792995217408'}]",813408801814515713,158367501,everyone,813423951774773248,356227653,@someuser dudeeeeee sing the 3 blind mice song and you will get it....#disappointed,2016-12-26T16:39:17.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '813103493825302528'}]",813089708460953600,4005839968,everyone,813422995289075713,577668090,"@someuser definitely not the cable, still need to attempt to update firmware #disappointed that USB cable not supplied with device😡😡",2016-12-26T16:35:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813421390019829761,456118744,everyone,813421390019829761,34284189,@someuser not the type of service expected from you. My wife now cant wear these for the party tonight #disappointed #poorservice http://someurl,2016-12-26T16:29:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '811937984199192576'}]",806174626736807936,123590046,everyone,813421207223734272,123590046,"@someuser @someuser 100 hours since my last tweet, more than 2 months since my complaint. my issue remains unresolved! #disappointed",2016-12-26T16:28:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813420620344135680,1242082537,everyone,813420620344135680,21083000,"@someuser @someuser looking forward to tales of D&C xmas debauchery, turns on WRIF this morning #disappointed #crossfit #Allegedly",2016-12-26T16:26:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,813416300496027648,1613779178,everyone,813416300496027648,89720430,@someuser @someuser main mesa AZ came to the rescue #thankyou . #disappointed @ Mckellips Rd Mesa AZ dropped the ball big time.,2016-12-26T16:08:53.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '44d207663001f00b'},#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '813404548836524033'}]",813404548836524033,3232062559,everyone,813414087006818304,384589061,"@someuser are you saying we couldve been name twins? not upset, just #disappointed.",2016-12-26T16:00:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813412890736754688,2945365435,everyone,813412890736754688,17308994,@someuser  daughter received a Jolly Jumper  for her first Christmas. We opened there are a number of parts missing!  #disappointed #sadbaby,2016-12-26T15:55:20.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813411605434265600,555555078,everyone,813411605434265600,,"Got the new #SarahMillican75 DVD. Ordered nice & early to get the Christmas card, except mum threw it out with the rubbish #disappointed",2016-12-26T15:50:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,813409595032944640,1613779178,everyone,813409595032944640,1900686864,@someuser boo...  your location we reserved a car at is closed. #inconveniences #Unreliable #disappointed,2016-12-26T15:42:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",en,{'place_id': '44d207663001f00b'},#disappointed
Twitter for iPhone,,813407356298072064,145596366,everyone,813407356298072064,78482616,@someuser that awkward Boxing Day moment when you find theres no green wedges in the newly opened Christmas Present! #disappointed http://someurl,2016-12-26T15:33:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '813406037227216896'}]",813405738890563584,23060606,everyone,813406265678426112,23615405,@someuser I popped in to Jessops but they havent what I wanted until the new year 😕 And Currys was as expensive as ever. #Disappointed,2016-12-26T15:29:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813403490122866688,4364662337,everyone,813403490122866688,,"Been 2 years since I flew United, yet here we are with kids in tow, sitting on a tarmac, as someone didnt fill water tanks #disappointed",2016-12-26T15:17:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813400296340815872,56947936,everyone,813400296340815872,,All I wanted fir Christmas was @someuser under my tree.. was that too much to ask for? #sosad #disappointed 😭😩,2016-12-26T15:05:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '4185eba3c7183f0b'},#disappointed
Twitter for iPhone,,813400228460109830,590304815,everyone,813400228460109830,,Unbelievably disappointed with #Groupon mystery bags this Christmas and awful customer service #neveragain #anychanceofareply? #disappointed,2016-12-26T15:05:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for Android,"[{'type': 'replied_to', 'id': '813158127055044609'}]",812757435660300288,811376347708870656,everyone,813397508105895936,17137891,@someuser the latest update: No movement. Its still processing since Saturday. #frustrated #disappointed. Help!,2016-12-26T14:54:12.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813396060790026240,38832553,everyone,813396060790026240,,This is the @someuser Ive been waiting for more than 25 minutes. Not even worth drinking it. Very #disappointed  :( uninstalling the app http://someurl,2016-12-26T14:48:27.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813392727480160256,2298380904,everyone,813392727480160256,,When you ask your coworker if they knew who George Michael was. And they replied by saying  is he a tv character? #disappointed,2016-12-26T14:35:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,"[{'type': 'replied_to', 'id': '813386092531437573'}]",813386092531437573,378546588,everyone,813392426786136064,378546588,@someuser Spent 30 minutes attempting to checkout just to get constant error messages. No point in continuing. #forgetit #disappointed,2016-12-26T14:34:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813391558930206720,3092775334,everyone,813391558930206720,,#disappointed| | Was expecting a much more gigantic poo,2016-12-26T14:30:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813390758321360896,172217488,everyone,813390758321360896,,Dont think @someuser ever gonna get into starting 11 @someuser #disappointed #Unlucky #NoBatShow 🙅😔🙁,2016-12-26T14:27:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,813390706031153152,21451510,everyone,813390706031153152,,Unfortunately I wont be buying anything in the @someuser sale. The biggest xmas range so far and the least stuff in the sale. #Disappointed,2016-12-26T14:27:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813390326731776000,636126256,everyone,813390326731776000,2299103580,@someuser @someuser #hiTechProduct #stoneAgeService ordered #christmasgift 12/13 I didnt even get track no. #disappointed #badservice,2016-12-26T14:25:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813390069197377536,144151739,everyone,813390069197377536,37916167,@someuser best part of £15 spent on fruit for Christmas Day and it was all off. Only purchased on Christmas Eve #disappointed http://someurl,2016-12-26T14:24:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813389288050147330,172895841,everyone,813389288050147330,,For the second time in 24hours @someuser has not joined in when I tried to get her to sing The Baseball Game from Falsettos #disappointed,2016-12-26T14:21:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813388760851222528,1249430779,everyone,813388760851222528,,Santa didnt bring me a @someuser / @someuser shirt or jersey 🙁 or a Cowboys flag #broke #disappointed   #CowboysNation,2016-12-26T14:19:27.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPad,,813388335397957632,269838952,everyone,813388335397957632,389732460,"@someuser when will the Phase be in stock, ordered for Christmas and order got cancelled #disappointed",2016-12-26T14:17:45.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813387963035856896,82017758,everyone,813387963035856896,,No Vodafone network where I stay! I stay right in middle of the city! #vodafoneFail #disappointed #openUp @someuser,2016-12-26T14:16:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,813382520880234497,3223531320,everyone,813382520880234497,951522626,@someuser My friend ordered #pixel and you not delivering where she wanted it. #worstservice #highly #disappointed with #flipkart,2016-12-26T13:54:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,"[{'type': 'replied_to', 'id': '813364027136962561'}]",813364027136962561,873188174,everyone,813382502161100800,2449232761,"@someuser despite being full efforts , I dont win #disappointed :(",2016-12-26T13:54:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813381457515163649,2283370357,everyone,813381457515163649,,Requested for shifting of the address on 21st Dec still my net is not working since six days @someuser #disappointed #frustrated,2016-12-26T13:50:26.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813378733147037696,80654641,everyone,813378733147037696,,Feel like it hasnt been Christmas not one single Lnyx set! 🙁 #disappointed,2016-12-26T13:39:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813376366079016961,796372773593579525,everyone,813376366079016961,,Frequent call drops??  What has happened to @someuser #Disappointed,2016-12-26T13:30:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813373730055393280,1628183018,everyone,813373730055393280,,R.I.P to all the jeans that have ripped in the exact same place over the last few months!! @someuser its a sad day! 😔😭#disappointed http://someurl,2016-12-26T13:19:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",en,{'place_id': '1981dc44d58103b8'},#disappointed
Twitter for iPhone,,813353055345319936,960157130,everyone,813353055345319936,24742040,"@someuser Crapped on Christmas! We got #XboxOneS 4 Xmas, an hour doing updates, play 1 game for 10 mins it dies.#disappointed #backtoboardgames",2016-12-26T11:57:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '3a39f348d4d697fb'},#disappointed
Twitter for Android,,813352025824129025,1248685243,everyone,813352025824129025,220058280,@someuser #disappointed. Parsnips not up to your usual standard.  Mostly teeny chippings which burnt very quickly #sad http://someurl,2016-12-26T11:53:28.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813350935976087552,1248685243,everyone,813350935976087552,130548872,@someuser bought a hamper and soup is missing!!!  Queued for an age to buy it too!! #disappointed,2016-12-26T11:49:09.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813350417874591745,868964442,everyone,813350417874591745,,"Flimsy narrative, disjointed plot, confusing backstory. Whats wrong MMFF? #disappointed",2016-12-26T11:47:05.000Z,"{'retweet_count': 1, 'reply_count': 3, 'like_count': 7, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813349732168986625,21510665,everyone,813349732168986625,2843582532,"@someuser we bought mousetrap, and opened it to find there was no actual trap! Help! #disappointed #cryingkids #ruinedxmas #nomiceinatrap",2016-12-26T11:44:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813346103680700416,811252671097294856,everyone,813346103680700416,,I remember 5 years ago when @someuser used to be beautiful now its blahh #disappointed #gobackplease,2016-12-26T11:29:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813345688608247809,811252671097294856,everyone,813345688608247809,1156866230,@someuser why are you getting worse?i hate to say it but your designs suck:(( #disappointed #luxury #why,2016-12-26T11:28:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813342163249467392,206819309,everyone,813342163249467392,,Still no response from @someuser @someuser such disappointment! Who wouldve thought? #jaguar #jaguarhell #badcustomerservice #disappointed,2016-12-26T11:14:17.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813341431314190336,224768698,everyone,813341431314190336,19526809,@someuser I think its quite poor that you are doing phone orders when people have been queuing on the website for hours. #disappointed,2016-12-26T11:11:23.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 10, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813337154583556096,65421316,everyone,813337154583556096,,#DTDC #courierservice charges a bomb but their customer care service is hopeless! Leaving #disappointed customers in despair!,2016-12-26T10:54:23.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '5f55bb82cf16ac81'},#disappointed
Twitter for iPhone,,813330843267633152,425289862,everyone,813330843267633152,271986064,@someuser @someuser cant believe they use secondhand porn disc to copy my wedding video #Shocking #disappointed,2016-12-26T10:29:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813330799692918784,910231386,everyone,813330799692918784,,Really @someuser and they werent even hot #disappointed 😔 http://someurl,2016-12-26T10:29:08.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813329951307005952,4837982939,everyone,813329951307005952,,Mike Leighs Naked? Hes fucking clothed in the Extra Features doc on here! #disappointed http://someurl,2016-12-26T10:25:45.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 1}",en,,#disappointed
Twitter for iPhone,,813327088770052096,1061982109,everyone,813327088770052096,615087611,"@someuser #disappointed | Every year I buy my family pjs for Christmas Eve,a tradition in our house.24 hrs later #bobbles#poorquality http://someurl",2016-12-26T10:14:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813324890673647616,1488352669,everyone,813324890673647616,,Well I fell asleep at the beginning of the Broncos game as I was that drunk lol .... our season is over #Disappointed #Gutted,2016-12-26T10:05:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter Ads,,813323494737907712,288778969,everyone,813323494737907712,,Did you get that dream car you asked for this Christmas or were you left #disappointed? Pop along to Peoples to treat yourself! http://someurl,2016-12-26T10:00:06.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813317352280494088,21562289,everyone,813317352280494088,,Always pick the wrong un 😣 #disappointed,2016-12-26T09:35:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '1ca2af94e96f95f4'},#disappointed
Twitter for Android,,813314148343787520,139985720,everyone,813314148343787520,,. @someuser why cant you build reliable printers. 2nd printer ive had to buy in 18 months. Time for another brand i think #disappointed :( http://someurl,2016-12-26T09:22:58.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813313708529070081,297732767,everyone,813313708529070081,,The new Mountain Dew infused with a Sky Flakes wrapper. Paborito ko pa naman sana. Ew. Check the bottle before drinking. #disappointed http://someurl,2016-12-26T09:21:13.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813309465030258689,50056311,everyone,813309465030258689,,--Why would you put out an app without the Order feature for people that are on a rush? Why!¡? WHY!¡!¡ @someuser #Disappointed #Sad,2016-12-26T09:04:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': 'a84b808ce3f11719'},#disappointed
Twitter Web Client,"[{'type': 'replied_to', 'id': '812979474530766848'}]",812190609645539328,2475704965,everyone,813303156708818945,2475704965,@someuser Any update on updating my phone number? #bad #disappointed #patheticService #worst customer care,2016-12-26T08:39:17.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '7929cea6bd5b32bd'},#disappointed
Twitter for Android,,813296665885114368,709390232206987265,everyone,813296665885114368,2999078270,@someuser nana patekar as ali fasals uncle in tadka u r the costar of nana?why u are accepting to co-starring an uncles pair #disappointed,2016-12-26T08:13:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813279827910217728,2987833850,everyone,813279827910217728,67418441,@someuser Im SO #disappointed! Youve removed When Love is Gone from the HD #MuppetsChristmasCarol Its a #travesty #IntegralSong #SoWrong,2016-12-26T07:06:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813274811891929092,1531040276,everyone,813274811891929092,,No customer service @someuser so #disappointed,2016-12-26T06:46:39.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813269921559932928,2432315221,everyone,813269921559932928,,"Survived 1st Christmas since hubby passed. Daughter & kids came over for their gifts, but not 1 fam member even called. #disappointed 😔",2016-12-26T06:27:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813263324351631360,1243873470,everyone,813263324351631360,,I see all these #BillsMafia videos but am still waiting to see @someuser being thrown through a table. #Disappointed,2016-12-26T06:01:00.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813260480013692928,344854977,everyone,813260480013692928,,Watching Shin Godzilla on the stick with English subtitles.  The special effects are beyond horrific.  #disappointed,2016-12-26T05:49:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': 'daa5fcec75a430ae'},#disappointed
Twitter for iPhone,,813258269779062784,293486411,everyone,813258269779062784,2929682789,@someuser l think it would be good enough for your drivers to have the maps app #disappointed loyal customer,2016-12-26T05:40:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813255702286209024,4791953429,everyone,813255702286209024,,Still didnt get the Doodle Bear I asked for 18 years ago #disappointed #ThanksSanta,2016-12-26T05:30:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",en,,#disappointed
Twitter for Android,,813253728920748032,475901924,everyone,813253728920748032,,"It frustrates me to see peoples Christmas stuff still out, Christmas ended 22 minutes #disappointed",2016-12-26T05:22:53.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'quoted', 'id': '812461342728695808'}]",813249325451137024,55804383,everyone,813249325451137024,,The results from CR match my personal experience. @someuser @someuser #disappointed #newMBP http://someurl,2016-12-26T05:05:23.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': 'b49b3053b5c25bf5'},#disappointed
Twitter Web Client,,813248265772670976,158752744,everyone,813248265772670976,,From 8-3 to 8-7 and eliminated from playoffs #disappointed. Sad to see #Broncos not going into playoffs.,2016-12-26T05:01:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813247038368292864,3365238011,everyone,813247038368292864,,My family didnt like it when I tried putting on my favorite Christmas movie (Ted) tonight #disappointed #christmasisruined 😔,2016-12-26T04:56:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813242126075101184,35501684,everyone,813242126075101184,,Way to quit out there @someuser #disappointed,2016-12-26T04:36:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter Web Client,,813239332823699456,241883215,everyone,813239332823699456,,Our judiciary moves at snails pace and we taken no actions to correct it... #disappointed http://someurl,2016-12-26T04:25:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,"[{'type': 'quoted', 'id': '812307018065133568'}]",813237150892302336,787202792909860865,everyone,813237150892302336,724892964821057536,@someuser @someuser is the ground team still working or should I contact the new service provider? #disappointed http://someurl,2016-12-26T04:17:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for Android,,813233407534755846,124924234,everyone,813233407534755846,,Christmas kinda suck this year. But Im still here. Which is most important. #disappointed,2016-12-26T04:02:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813232587321864192,800426402566672384,everyone,813232587321864192,,thought george was white guess u can say im pretty #disappointed,2016-12-26T03:58:52.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,,813231723530035200,467319838,everyone,813231723530035200,,"While it was a very good episode, it would have been nice if the @someuser Christmas special was actually about Christmas. #disappointed",2016-12-26T03:55:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '813223108199010304'}]",813222278360104961,2326887651,everyone,813226355617918976,3344880737,@someuser @someuser i got my fushigi ball in 2010. it wasnt worth it. all is not what it seems. #disappointed,2016-12-26T03:34:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#disappointed
Twitter for iPhone,"[{'type': 'replied_to', 'id': '813143447108517889'}]",813143447108517889,3035323470,everyone,813216382405984256,50464559,@someuser @someuser no Ugly Christmas sweater for you and Al?? #disappointed,2016-12-26T02:54:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': 'dd9c503d6c35364b'},#disappointed
Twitter for iPhone,,813215553972211712,87033777,everyone,813215553972211712,78482616,@someuser its also cracked. #disappointed http://someurl,2016-12-26T02:51:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#disappointed
