source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,search_query,referenced_tweets,in_reply_to_user_id,geo
Facebook,657183304567947264,153380490,everyone,657183304567947264,Pwede bang magbigte ngayon? tas sa monday buhay na ulet? Hahahaha Tse. #Depressed 󾍂󾬎󾌢,2015-10-22T13:14:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,657099262568759297,3197671410,everyone,657099262568759297,Ayoko na... suko na ako..| #depressed,2015-10-22T07:40:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,656801113899794432,578753296,everyone,656801113899794432,Kakain kain ka ng madami tapos pagsisisihan mo kasi malaki na talaga tummy mo 😢😢😢😢😢😢😢😢 #depressed,2015-10-21T11:56:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,656724239181967360,85118227,everyone,656724239181967360,"Yung excited ka na kainin ung choco caramel cake na binili mo, pagcheck mo sa kitchen, Lalagyan na lang.. BEASTMODE!!! #depressed",2015-10-21T06:50:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,655646138251390976,208405531,everyone,655646138251390976,Sipit sad #sad #unhappy #cry #crying #instasad #break #sadness #depressed #tears appslejandro... http://someurl,2015-10-18T07:26:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,655532672022745088,2428004252,everyone,655553478052331520,"@someuser @someuser @someuser @someuser Janine, kahit magkaiba upuan pero magkakalapit lang tyung tatlo ni ate :< huhuhuhu #depressed",2015-10-18T01:18:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '655547917617369088'}]",2526400080,
Twitter for Android,654994406672457728,2441130919,everyone,654994406672457728,"sige, okay na ko khit saang school kasi feel ko yung grades ko this school yr pang kahit saan na lg din #depressed",2015-10-16T12:16:50.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,654970485441060864,2902272403,everyone,654970485441060864,Kung sino ka mang kumuha ng company pen ko.. let karma handle you! #lostmycompaypen #depressed #internship,2015-10-16T10:41:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,654682785194487808,754263144,everyone,654682785194487808,Naiyak na lang ako kasi di ko na alam iisipin ko. #depressed,2015-10-15T15:38:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,654380407081840640,331187261,everyone,654380407081840640,Mainu Ishq Da Lagya Rog -Y ruining the classics? #depressed #angered #lackoforginality,2015-10-14T19:37:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPad,653895013290500096,84525223,everyone,653895013290500096,Di mo man lang ako sinabihan ng get well... | | #depressed,2015-10-13T11:28:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,653794574192644096,345178986,everyone,653794574192644096,Huhuhu wala ng kasyabg damit sakin 💔😱😭 #Depressed I dont want to eat anymore! Huhuhu,2015-10-13T04:49:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,653572547867336704,78966231,everyone,653572547867336704,Puno kaayo akong basurahan sa paglaum ug pagsalig nga modagan si Mayor Duterte. #feelingdumped #trashed #sad #depressed 😟😔,2015-10-12T14:06:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,{'place_id': '00f24ae701a1207b'}
Twitter for Android,653366443694669824,137873804,everyone,653378241118384128,@someuser Give meeee!!! Pero! Di pa ko nakakapagtanong ng Lactase. Hahaha. Because #depressed jahaha,2015-10-12T01:14:46.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '653378077511168000'}]",40202209,{'place_id': '017a4afa29d71c65'}
Twitter for iPhone,653187276239867904,30363100,everyone,653187276239867904,Liit naman yung followers ko 😥 #Depressed,2015-10-11T12:35:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,653060094419054592,213203895,everyone,653060094419054592,Kain na po kayo ng lunch.| | Walang gana kumain. 3rd day na hindi nagla-lunch.| Haaay...| | #FluffyMe| #Depressed,2015-10-11T04:10:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,652908484443287552,63716968,everyone,652908484443287552,10.11.08| 2:06am| Sana makatulog nq ng mahimbing ...| #tired #depressed... http://someurl,2015-10-10T18:08:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,652817392200871936,1895302771,everyone,652817392200871936,Sana pwede pang maging masaya| #depressed,2015-10-10T12:06:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,652290222646951936,2831645058,everyone,652290222646951936,Tsk ilang araw nang hindi kumpleto ang 3x meal a day nagiging 1x to 2x nalang :( #DEPRESSED,2015-10-09T01:11:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,650885280161906688,3700947673,everyone,650885280161906688,Ahhhhhhhhh! Ang sarap sumigaw. bat ganito ka Finals.. #depressed,2015-10-05T04:08:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for BlackBerry,650575400104521728,2718713114,everyone,650575400104521728,"Yung feeling vah na your jealous of what they achieve, .,., 😟😟😟 😦😦😦 bkit nmn kasi hanggang dto lng ang kaya q, .,huhuhuhu | #Depressed",2015-10-04T07:37:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,650517457384247297,72513355,everyone,650517457384247297,Ha karasa everybody is involved. Ha kasakit im all alone. #lifesucks #depressed #alone,2015-10-04T03:47:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,650330482471665665,539697271,everyone,650330482471665665,ok mawawalan na ko ng kasing edad sa magcon #depressed,2015-10-03T15:24:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,650299270281621504,79153944,everyone,650299270281621504,Ung feeling preggy ka tapos depressed ka pa. Feeling hndi na alam kung mahalaga pa ba kami.| #makeawanaman | #sad| #depressed,2015-10-03T13:20:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,649940688012886017,3313252351,everyone,649940688012886017,"maz priority nya ung ibang bagay ,,| KESA SAYO !!!| truth hurts 💔💔| #DEPRESSED 😢😢",2015-10-02T13:35:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,649514816940302336,78275498,everyone,649514816940302336,Sana mabasa mo to... I just want you to know na nagtatampo ako sayo... 😢 #depressed,2015-10-01T09:22:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,649173691536805888,78514176,everyone,649173691536805888,Para sa mga #depressed. | -Repost from a friend. :) http://someurl,2015-09-30T10:47:23.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,649093282987839488,2996350710,everyone,649093282987839488,kung sino po may magandang kalooban jan. gusto ko din pumunta:(((( #depressed @someuser @someuser  http://someurl,2015-09-30T05:27:52.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,#depressed,"[{'type': 'quoted', 'id': '649078521294286848'}]",,
Twitter for Android,648473331537022977,2270523438,everyone,648473331537022977,#Depressed | Kaon tag BAWAL! http://someurl,2015-09-28T12:24:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,648373999689269248,3580054093,everyone,648373999689269248,"pag ba nawala ako, hahanapin nyo ko???| #hopeless #depressed",2015-09-28T05:49:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,648284692815327236,2848746904,everyone,648284692815327236,"Bye bye #Vinkovci (Magla svuda, magla oko nas.. ) #travelling #bnw #rainyday #autumn #magla #depressed http://someurl",2015-09-27T23:54:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,647996322893598720,122908267,everyone,647996322893598720,BAKIT WALA NG PANTENE 3-MINUTE MIRACLE TOTAL DAMAGE CARE 10 DITOOOOO 😭😭😭 #Depressed lol,2015-09-27T04:48:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,647931059758170112,307742226,everyone,647931059758170112,Gusto ko ng mag asawa para maranasan ko na kumain ng buo ang pamilya ko at masayang nagkwekwentuhan. #anggustoko #depressed #unhealthy,2015-09-27T00:29:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,647650099661684736,535040232,everyone,647651651524792320,@someuser @someuser next time na lang. Haha. Na #Depressed tuloy si camsss,2015-09-26T05:59:21.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '647651198435135488'}]",145979391,{'place_id': '011518fa24638550'}
Facebook,647555706330214400,2169414078,everyone,647555706330214400,walang kain kain simula kagabi -_- walang gana ! | #STRESSED| #SICK| #DEPRESSED,2015-09-25T23:38:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,647027932733378560,1603353320,everyone,647027932733378560,Haayy ngaa binuksan ko dayun man 😞 #depressed,2015-09-24T12:40:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,646885189696679940,188233715,everyone,646885189696679940,"Nasa lupa ka na nga, binaon ka pa. Paano pa kaya pag Pharma? Nasa mantle na ba ako ng earth?! :/ #depressed",2015-09-24T03:13:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,646560069950140416,384647683,everyone,646560069950140416,Move on na s aftermath ng Patho ME 3. Internal Medicine naman. Kailangan ng pampa-good vibes! #depressed #PathoIsStillLove,2015-09-23T05:41:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Facebook,646295468033486848,719605686,everyone,646295468033486848,Huhu naano ka bry man? Tsk Ok! tani makabawi sa finals ah. hay #Depressed#Expectations#StuDYING 󾌦😐󾌠,2015-09-22T12:10:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,646278594163965952,3148849152,everyone,646278594163965952,Kailan kaya babalik sa dati ung dating sigla ng pamilya ko ? puro problema na lang 😪😪 #Kaiyak #Depressed,2015-09-22T11:03:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,645834046044409856,355435463,everyone,645843017119629312,@someuser hindi talaga ako nagbibiro 😞 #sad #sorrow #mourning #despondent #melancholic #depressed,2015-09-21T06:12:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '645842621215014912'}]",50150718,
Twitter Web Client,645198220453285888,3615251414,everyone,645198220453285888,Bakit mo pa ako sinagot kung paglalaru-an mo lang pala ang Puso ko. #Depressed,2015-09-19T11:30:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,645078394632204288,2837988014,everyone,645078394632204288,Nawalan ako ng idea mag isip ng mga saloobin. #depressed,2015-09-19T03:34:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,644472924678803456,3370066272,everyone,644472924678803456,Ang hirap kapag nasasaktan kana pero kailangan mong tumawa para di mukang affected.| | #Depressed... http://someurl,2015-09-17T11:28:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,644463140357341185,2497400526,everyone,644463140357341185,Porket marami kau mga fans ng pastillasgirl sa classroom ibubully nyo na ung mga fans ng aldub!| Inaano ba namin kau?! 😖😖| #aldub #depressed,2015-09-17T10:49:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,643626873600147456,127192324,everyone,643626873600147456,Srsly.... MALAPIT NA AKO MAGKANERVOUS BREAKDOWN....!!!!! #stressed #depressed,2015-09-15T03:26:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,643325052016947200,2167638620,everyone,643325052016947200,Hindi ako makakain dahil sa kalokohan na pageant na yan! :3 Lakas mangtrip ehh.| #Depressed,2015-09-14T07:26:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,643320717287665664,117321675,everyone,643320717287665664,"nakakalungkot!!! Walang epek ang diet program ko, huhuhuh...| | #Depressed #MasNakakapayatKayaIto #NoRiceForAWeek #GoShainaGO",2015-09-14T07:09:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,642230603581030400,1273735118,everyone,642230603581030400,gusto ko na mawala kesa naman puro problem na patong patong ;(| HELP ME....| #DEPRESSED,2015-09-11T06:58:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),641657845356863490,91743314,everyone,641657845356863490,2 weeks crying... tuyot na ko bae :O #depressed,2015-09-09T17:02:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,641628575930552320,2891876040,everyone,641628575930552320,"why is this, yis? hehe lamia mukaon isa ka gallon na ice cream yis ui #Depressed http://someurl",2015-09-09T15:05:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,640550775962210304,480927613,everyone,640550775962210304,"#Depressed| | Hi I need help, nahihirapan na talaga ako sa dalawa kong subjects ba.. prelims pa lng may F na ako... http://someurl",2015-09-06T15:43:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPad,640440640912777216,382638950,everyone,640440640912777216,Di ko na alam gagawin ko. Sana may masandalan ako jan :(| #depressed,2015-09-06T08:25:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),639487667122499584,2453160968,everyone,639487667122499584,"Hirap kasi sa mga tao ngayon, hindi lawakan ang pag iisip sa mga bagay2. #stressed #upset #depressed #LahatNa",2015-09-03T17:18:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,639325123103825920,377207991,everyone,639325123103825920,--haguu kaayo higugmaon.. kapooy na !| ^^TIMEOUT muna tayo aa ?| #depressed,2015-09-03T06:32:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,638695865394171904,2311868749,everyone,638695865394171904,"Badnyt sa tanan., goodluck sa akong exam pakopyaha nalang ko ninyo  :( | | #depressed",2015-09-01T12:52:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPad,638682331931250689,982547828,everyone,638685234242805764,@someuser @someuser @someuser makahurt ka man uy :---( #depressed HAHAHA JOKE ily!!,2015-09-01T12:10:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '638685000829800448'}]",1382311028,
Facebook,638230555515949056,3254420995,everyone,638230555515949056,DEARSim Matauhan ka naman Sana | | #Depressed,2015-08-31T06:03:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,637852696452575232,3375434533,everyone,637852696452575232,Pakisabi naman po kay @someuser ifollow ako mam @someuser #depressed na ko mga tee hahaaha JIMBOY RocksOnASAP20,2015-08-30T05:01:48.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,{'place_id': '8fa6d7a33b83ef26'}
Twitter for Android,637607590210367488,62310722,everyone,637607590210367488,Sobra akong nalungkot nung nalaman ko na hindi nila kasama si Steph Curry 😭😭😭 #Sad #Sadness #Lungkot #Depressed http://someurl,2015-08-29T12:47:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,637186469166116864,1432175736,everyone,637186469166116864,Pag nakikita ko siya feeling ko gusto kong magpakamatay. #sad #depressed,2015-08-28T08:54:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,636837242414084096,2647330446,everyone,636837242414084096,tanginang ugaling mayroon ako. -_- #Depressed,2015-08-27T09:46:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,636201655730475008,61079169,everyone,636201655730475008,Hindi ako antukin. #Depressed,2015-08-25T15:41:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,636019107154890752,536971712,everyone,636019107154890752,Huhuhu next time ayaw away2x ok? Wala na noon ko katulog kagabie.| #sleepdeprive #tired #groggy #depressed #stressed #hagard,2015-08-25T03:35:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,635822244212666368,3238720466,everyone,635822244212666368,Pag nawala ba ko sa earth may malulungkot ba? Punta akong planet Mars. #depressed,2015-08-24T14:33:30.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web App,635784414954307585,3307713578,everyone,635784414954307585,Di man lang niya ako matulungan 😩😣| #depressed,2015-08-24T12:03:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,635761539438370816,2154168433,everyone,635761539438370816,nkadalawang rice na c @someuser & @someuser  ako kalahati plng..ahahaa#giligans #fudtrip #depressed,2015-08-24T10:32:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Facebook,635760443533885440,595026173,everyone,635760443533885440,"Rest in Peace sa Kapatid ko,Ate Mary Rose at sa pamangkin ko Denver.Well fight for Justice.| #YouDidntDeserveThat| #Depressed",2015-08-24T10:27:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,635631190926495745,125872258,everyone,635631190926495745,Walang ibang makakapagpagaan ng loob ko kundi ang tunay kong mother earth. Love you mama! Thanks sa call| #homesick| #depressed | #iWannaGoHome,2015-08-24T01:54:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,{'place_id': '00482e135814d8a7'}
Twitter for iPhone,635433285301043200,1282794463,everyone,635433285301043200,Dati di ko alam ano yung meaning ng word na depression #depressed,2015-08-23T12:47:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,635407819609477121,1282794463,everyone,635407819609477121,Saglit lang ako sumasaya sa isang araw. Mga 2hrs?? Hirap naman neto! #Dying #depressed #suicide,2015-08-23T11:06:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,635099565851410432,790425643,everyone,635099565851410432,Mamamatay ako kakaisip 😞😣😢😔 #depressed,2015-08-22T14:41:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,634740573870653440,145715325,everyone,634740573870653440,#iyakpamore 😭😭😭😭😭😭  2 tulog nalang concert mo na @someuser 😭😭😭😭😭😭 #depressed... http://someurl,2015-08-21T14:55:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,634274036957192192,1603663718,everyone,634539875723837440,@someuser ewwwwwwwwwww demasiado #depressed,2015-08-21T01:37:50.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '634539801031651328'}]",1299104257,
Twitter for Android,632826405412212736,79360861,everyone,632826405412212736,Nalate ako :( #firsttime #depressed,2015-08-16T08:09:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,632716592703385600,3020039437,everyone,632716592703385600,Hahahaha #depressed I feel u @someuser  pero si emem tlg nag dala ng pic ehh dukot pa more http://someurl,2015-08-16T00:52:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,,,{'place_id': '0124c1c949a05247'}
Twitter for Android,632133126844604416,582577736,everyone,632133126844604416,Waaaaa lageee #Depressed,2015-08-14T10:14:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,631791162693689344,1108446001,everyone,631791162693689344,Walang-wala akong masabi sa sinabi nya. :(| #depressed — feeling frustrated,2015-08-13T11:35:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Samsung Mobile,631758188476366848,3279431214,everyone,631758188476366848,Nakikipag plastican lang pala tsss ayus! | | #Depressed,2015-08-13T09:24:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,631705650553204736,2887983397,everyone,631705650553204736,dammit!! im so jealous !!| gusto ko ng boyfriend #inggit #nbsp #gay #depressed XD,2015-08-13T05:55:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Mobile Web (M2),630711073243443200,290490187,everyone,630718734575910912,"@someuser kung meron man, summer palang mag aral kana nun :( pagsisisihan mo pag di ka nag aral agad nun. #depressed",2015-08-10T12:33:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '630713565641453570'}]",592671293,
Twitter for Android,629667881366597632,84054499,everyone,629667881366597632,Lord kayo na bahala 😢 #depressed #thesis,2015-08-07T14:58:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,629456758595977216,2679104126,everyone,629456758595977216,Gusto kong umiwas pero bakit mas nasasaktan  ako??!! #Depressed!!#ShortHairCut✂️,2015-08-07T00:59:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter Web Client,629274851463659520,156926927,everyone,629274851463659520,haaay!! time management! kelan ba kita mamamaster!!??? ugggh #depressed,2015-08-06T12:56:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Facebook,627973572330409985,329784981,everyone,627973572330409985,may pinaghuhugutan post ko na to hehe..| pero smile pa din para kunwari strong| | #LastYear| #depressed| #aug32014... http://someurl,2015-08-02T22:45:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
IFTTT,627885561290858497,1328720802,everyone,627885561290858497,~Sara Screamz💖| #suicide #suicidehelp #depressed #depression #help #advice #nohate #nojudge #life #scene #emotional ... http://someurl,2015-08-02T16:55:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for  Android,626366101346086912,140422289,everyone,626366101346086912,Di na nga ako tinawagan 4 interview tomorrow sa ojt now pupunta na sila mama at papa sa cebu di nman ako makakapunta hayyy life!! #depressed,2015-07-29T12:18:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for Android,625870928874881025,3283029362,everyone,625870928874881025,paiyak na ako pero pinipigilan ko lang. #depressed,2015-07-28T03:30:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Instagram,625605870110547968,121010296,everyone,625605870110547968,Kawawa naman si kitten #depressed nawawala si sister nya @someuser  @someuser vargherita... http://someurl,2015-07-27T09:57:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPhone,625319251163787264,1582883466,everyone,625319251163787264,Gusto ko uminom 👅🍻🍺🍺😪 #depressed,2015-07-26T14:58:22.000Z,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 3, 'quote_count': 0}",tl,#depressed,,,
Instagram,625273835462467584,2824093310,everyone,625273835462467584,Minsan nakaka pagod na ding lumaban sa buhay. #depressed http://someurl,2015-07-26T11:57:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,#depressed,,,
Twitter for iPad,625173546264715264,2498804960,everyone,625186136231579649,@someuser @someuser @someuser KAYO LANG? PANO NAMAN AKO? 😢💔 #Depressed #Broken #SadAq,2015-07-26T06:09:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,#depressed,"[{'type': 'replied_to', 'id': '625185601164218368'}]",410601634,
