conversation_id,created_at,reply_settings,text,author_id,source,id,public_metrics,lang,search_query,in_reply_to_user_id,referenced_tweets,geo
810505760056680448,2016-12-19T16:46:04.000Z,everyone,@someuser Ninguém amou #sad,146881787,Twitter Web Client,810888942337794048,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,146881787,"[{'type': 'replied_to', 'id': '810505760056680448'}]",
810880934174224385,2016-12-19T16:14:14.000Z,everyone,Como seguir depois de uma notícia dessas? #sad http://someurl,3020720561,Twitter for Android,810880934174224385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '810711337789771776'}]",
810859720143732736,2016-12-19T14:51:15.000Z,everyone,@someuser @someuser Eu acabei de fazer essa mesma cara ao descobrir que Biohazard7 não roda no meu pczinho...| #Sad,4872016541,Twitter Web Client,810860050432618496,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,381051960,"[{'type': 'replied_to', 'id': '810859720143732736'}]",
810841197484929024,2016-12-19T13:36:20.000Z,everyone,O  Banco Central só permite compras internacionais usando o PayPal mediante o uso de  cartão de crédito internacional =\ #vaibrazil #sad,60408913,Twitter Web Client,810841197484929024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810792014044401665,2016-12-19T10:20:54.000Z,everyone,Amanhã eu deveria receber meu 13º. No entanto sequer temos notícias a respeito do recebimento (ou não) dele. #sad,385190008,TweetDeck,810792014044401665,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810702075713716224,2016-12-19T04:41:09.000Z,everyone,@someuser quando eu volto não consigo socializar pq o povo me esquece kkkkkkk #sad,2581381573,Twitter for iPhone,810706513962659840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,779175705502486528,"[{'type': 'replied_to', 'id': '810706066405261313'}]",
810688148833505281,2016-12-19T03:28:11.000Z,everyone,nunca #sad http://someurl,2178927528,Twitter for Android,810688148833505281,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
810687446283325441,2016-12-19T03:25:23.000Z,everyone,Eu até hoje não descobri porque o @someuser me bloqueou ! #Sad,2705491063,Twitter Web Client,810687446283325441,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810672478305615872,2016-12-19T02:25:55.000Z,everyone,Vocês são #sad assim mesmo?,62834545,Twitter for Android,810672478305615872,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810654689113030657,2016-12-19T02:11:30.000Z,everyone,"@someuser @someuser não me fala uma coisa dessas que dá vontade de chorar, só de lembrar dele flertando com as fãs........ #sad",2863620458,Twitter for iPhone,810668851578933249,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,3711287657,"[{'type': 'replied_to', 'id': '810668673492992000'}]",
810646774192934912,2016-12-19T00:43:46.000Z,everyone,"oi tem como vcs pararem de rt nos meu tuites antigos? odeio lembrar de qnd era retardada| n pera| ainda sou, #sad",3128103002,Twitter Web Client,810646774192934912,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",pt,#sad,,,
810614657702658049,2016-12-18T22:36:09.000Z,everyone,Porra eu a pensar que iam haver stickers dos @someuser #sad,59179749,Twitter for Android,810614657702658049,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810560999828889602,2016-12-18T19:02:56.000Z,everyone,O cavalo aprende como cola é feita.   #conexaomodels #redetv @someuser #domingo #gameshow #redetv #youtube #youtubebrasil #sad #cry http://someurl,705871468173725696,Twitter Web Client,810560999828889602,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810549649354461185,2016-12-18T18:17:50.000Z,everyone,quem quiser ir cmg eu aceito companhia pois ir assistir só eh #sad,2669020546,Twitter Web Client,810549649354461185,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810484796967256069,2016-12-18T14:00:08.000Z,everyone,"Merda, show de ontem rendeu 2 baquetas estouradas #Sad http://someurl",125451760,Twitter for iPhone,810484796967256069,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809850649865322497,2016-12-18T13:42:37.000Z,everyone,@someuser comi não :( fiquei s na vontade #triste #sad,2170887454,Twitter for Android,810480390804750336,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,111983791,"[{'type': 'replied_to', 'id': '810479219063013376'}]",
810446039606034432,2016-12-18T13:36:12.000Z,everyone,"@someuser não sei, faz um tempão que não te vejo... #sad",51277355,Twitter for Android,810478775267901441,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,2450447752,"[{'type': 'replied_to', 'id': '810446039606034432'}]",
810433240603512832,2016-12-18T10:35:16.000Z,everyone,Está tudo a dormir e fui comprar o pequeno almoço e não queria tomar sozinha #sad,2580743922,Twitter for Android,810433240603512832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
810418658396803072,2016-12-18T09:39:51.000Z,everyone,"E consigo ver tudo quase sem paragens, mas #sad pq tava numa de arquivar TNO antes das 17h30.",3131681303,Twitter for Android,810419296430080001,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,3131681303,"[{'type': 'replied_to', 'id': '810418658396803072'}]",
810336138858786816,2016-12-18T04:09:25.000Z,everyone,Fiz a brincadeira do emoji e ngm mandou.... #sad,765677693690142720,Twitter for Android,810336138858786816,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810315454304686080,2016-12-18T03:10:17.000Z,everyone,@someuser desafiei 7 people e ganhei delas por W.O kkkkkkkk #Sad,4136615915,Twitter for iPad,810321256797052928,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,3134235419,"[{'type': 'replied_to', 'id': '810321051632750592'}]",
810318933110747136,2016-12-18T03:01:03.000Z,everyone,agora nunca mais acho a foto #sad,776069883507400704,Twitter Web Client,810318933110747136,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810312863378276352,2016-12-18T02:36:56.000Z,everyone,queria passar a noite assistindo HIMYM mas tenho q acordar cedo amanhã #sad,4837292272,Twitter for Android,810312863378276352,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810312471147900928,2016-12-18T02:36:07.000Z,everyone,@someuser oq temos pra hj é sdd| ai que #sad,3578108237,Twitter for Android,810312658671046656,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,497292480,"[{'type': 'replied_to', 'id': '810312471147900928'}]",
810290843307442176,2016-12-18T02:01:04.000Z,everyone,@someuser po você me deixou no vácuo| stou #sad,342106722,Twitter for Android,810303837252751360,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,715294217174650882,"[{'type': 'replied_to', 'id': '810303630331023360'}]",
810290630547144704,2016-12-18T01:08:35.000Z,everyone,ta todo mundo conversando ai eu vou tentar me intrometer e sou ignorada #sad,777155430036467713,Twitter for Android,810290630547144704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810286300192456704,2016-12-18T00:51:23.000Z,everyone,oi ******* tudo bom contigo? queria pedir pra você parar de ser uma pessoa chata #sad,773984400421818368,Twitter for iPhone,810286300192456704,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810269913663373312,2016-12-17T23:48:03.000Z,everyone,"@someuser nem tem, mais eu também quero rsrs #sad",3383734461,Twitter for Android,810270363808571393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,2922037485,"[{'type': 'replied_to', 'id': '810270150964506624'}]",
810256604281131008,2016-12-17T22:53:22.000Z,everyone,a pessoa mais triste da internet hoje sou eu #sad,1206288702,Twitter for Android,810256604281131008,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810254839599034369,2016-12-17T22:46:22.000Z,everyone,Fazer o que se os ruins geralmente são os melhores #sad,25174650,Twitter for Android,810254839599034369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810209719021404160,2016-12-17T19:47:04.000Z,everyone,"Estar na casa dozamigo, com os pais dele na sala, é ver É o Tchan na tv e não descer até o chão #sad",176309494,Twitter Web App,810209719021404160,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810185151976275968,2016-12-17T18:09:27.000Z,everyone,#sad com minha amiga que não devolveu meu livro favorito,773984400421818368,Twitter for iPhone,810185151976275968,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810173964395905024,2016-12-17T17:25:00.000Z,everyone,As vezes sinto vontade de largar tudo e ir até lá. Tocar aquele tapete de grama e falar sobre o quanto estou morrendo de saudades. #sad,36596043,Twitter Web Client,810173964395905024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810163729396617217,2016-12-17T16:50:19.000Z,everyone,"@someuser Ah sei lá, eu acho que mesmo que a title seja #sad, o resto do álbum normalmente tem umas músicas MUITO boas, então amo tudo",48831839,Twitter Web Client,810165239291514884,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,1560961158,"[{'type': 'replied_to', 'id': '810164773304369152'}]",
810154547024891904,2016-12-17T16:07:50.000Z,everyone,TT| Vou ter q assistir no @someuser depois... #sad http://someurl,2905095591,Twitter for Android,810154547024891904,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '810149703748898816'}]",
810151911605211137,2016-12-17T15:57:22.000Z,everyone,Um cachorro saudável com uma música triste de fundo... #SANTO #Sad #Dog #Love #Tristeza... http://someurl,81725215,Instagram,810151911605211137,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810123772434980865,2016-12-17T14:05:33.000Z,everyone,Esse baixos da vida... 💔| #sad,3294239440,Twitter for Android,810123772434980865,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810118273094270976,2016-12-17T13:43:42.000Z,everyone,Parece que nao mas diferença de dois anos e bue #sad,3256667727,Twitter for Android,810118273094270976,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810100017964994561,2016-12-17T12:31:09.000Z,everyone,Aquele momento que vc tá tão desatualizada que não sabia do fim do programa do Jô! #sad,116242353,Twitter Web Client,810100017964994561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810079498037317633,2016-12-17T11:09:37.000Z,everyone,eu queria muito lacrar na formatura hoje mais esse finds tem desfile pra fazer não irei #sad,332844659,Twitter Web Client,810079498037317633,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,{'place_id': 'dd4d228757bd2074'}
810070836468215808,2016-12-17T10:35:12.000Z,everyone,umalis #sad,769194083013144576,Twitter Web Client,810070836468215808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810029224786530304,2016-12-17T07:49:51.000Z,everyone,#sad porém Deus  por nós,246625522,Twitter for iPhone,810029224786530304,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
810003475186728960,2016-12-17T06:09:02.000Z,everyone,@someuser eu to realmente fazendo| | #sad,411593154,Twitter Web Client,810003851747229697,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,2924693713,"[{'type': 'replied_to', 'id': '810003475186728960'}]",
810000830254448640,2016-12-17T05:57:01.000Z,everyone,aquele momento que você ta puta nervoso com a nota de java .... #semnatalfeliz #sad,227688181,Twitter Web Client,810000830254448640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809987183163674624,2016-12-17T05:15:15.000Z,everyone,"@someuser você disse que não gosta de ficar sozinha. você ta sozinha então, mocinha? #sad",2931257865,Twitter for iPhone,809990318741422080,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,3325672269,"[{'type': 'replied_to', 'id': '809989737347944449'}]",
809972978356195328,2016-12-17T04:06:21.000Z,everyone,vou ficar mais de um mês sem ver o crush #sad http://someurl,2373883212,Twitter for iPhone,809972978356195328,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809960682556968966,2016-12-17T03:17:29.000Z,everyone,É assim que se gosta e se odeia um filme ao mesmo tempo. Acabei de assistir zootopia...... #sad,132391750,Twitter Web Client,809960682556968966,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
809955988690374656,2016-12-17T02:58:50.000Z,everyone,"Pois foi, foi ele que marcou os 12 golos #Sad| http://someurl",156582625,Twitter Web Client,809955988690374656,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",pt,#sad,,"[{'type': 'quoted', 'id': '809954946036695040'}]",
809925881439408129,2016-12-17T01:24:35.000Z,everyone,"@someuser to votando tambem, mas to com medo de ficar block #sad pior coisa",419458771,Twitter for Android,809932270165487616,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,140246064,"[{'type': 'replied_to', 'id': '809931479778267136'}]",
809927133975998465,2016-12-17T01:15:09.000Z,everyone,"@someuser mesmo assim, é mais do que eu tive em todos os anos no face #sad",3302156325,Twitter for Android,809929895207927808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,479745886,"[{'type': 'replied_to', 'id': '809928028428111872'}]",
809922566139813888,2016-12-17T00:46:02.000Z,everyone,#SAD #DTA 😢 http://someurl #SAD #DTA 😢 via Tumblr http://someurl,91361504,WordPress.com,809922566139813888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809901264595255296,2016-12-16T23:21:34.000Z,everyone,nenhum bonito #sad,3108358103,Twitter for iPhone,809901310527111168,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,3108358103,"[{'type': 'replied_to', 'id': '809901264595255296'}]",
809887431172517889,2016-12-16T22:26:25.000Z,everyone,Até os meus pais saem de casa e eu não. #sad,452948735,Twitter for iPhone,809887431172517889,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,{'place_id': '43e9a2ec7add8f6b'}
809879004509392896,2016-12-16T21:52:56.000Z,everyone,Nunca nadie :(| | #Sad http://someurl,95332555,Facebook,809879004509392896,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809870585710919680,2016-12-16T21:19:28.000Z,everyone,O no tenemos novia😔 #sad http://someurl,353682820,Twitter for iPhone,809870585710919680,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '809868988280770560'}]",
809848202388209664,2016-12-16T19:50:32.000Z,everyone,#SAD #DTA 😢 http://someurl #SAD #DTA 😢 via Tumblr: #SAD #DTA 😢 http://someurl http://someurl,91361504,Google,809848202388209664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809829158918320128,2016-12-16T18:34:52.000Z,everyone,Nostalgia é o que sinto em tempos assim 🌌☁⛅ 🙏👀✨| | #sky #clouds #beautiful #nostalgia #sad... http://someurl,868773715,Instagram,809829158918320128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809797177409241089,2016-12-16T16:27:47.000Z,everyone,Sobre esta tirinha aí: é + 1 exemplo de como a era digital perversamente permite que tudo seja apropriado sob o slogan compartilhar  #Sad http://someurl,44440016,Twitter for Android,809797177409241089,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '809793840911630336'}]",
809627574984994816,2016-12-16T16:01:20.000Z,everyone,@someuser n to achando nem a eliana nem a angelica #sad,2875478302,Twitter for iPhone,809790524823629824,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,752608635386097664,"[{'type': 'replied_to', 'id': '809789866233970688'}]",
809782164195831808,2016-12-16T15:28:07.000Z,everyone,"essa click rapido ta de brincadeira comigo, e pensar que esse lixo eh a melhor coisa q temos em ijui #sad",218471025,Twitter Web Client,809782164195831808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809739545289826304,2016-12-16T12:38:46.000Z,everyone,Tenso ver que o ponto alto de 2016 foi liberar o download na Netflix...#sad,35536114,Twitter for Android,809739545289826304,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809705851913195520,2016-12-16T10:24:53.000Z,everyone,Eu só queria que o Evan viesse tirar umas fotos minhas nesse natal #Sad,513883500,Twitter Web Client,809705851913195520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809612774355636224,2016-12-16T04:15:01.000Z,everyone,Pessoas q não beija e ouve podcast de beijo na madruga boladona| #sad,64536886,Twitter for Android,809612774355636224,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809605907126616064,2016-12-16T04:10:23.000Z,everyone,@someuser ai preciso mama mesmo pra ve se me acalmohh só passando uma cabeça rosada nos lábios q nem batom q eu me acalmo #sad,3199113263,Twitter for iPhone,809611607881957376,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,376942355,"[{'type': 'replied_to', 'id': '809610932519211009'}]",
809600012216893442,2016-12-16T03:24:19.000Z,everyone,caralho essa música é muito boa mas eu não sei o nome #sad,1662764130,Twitter for Android,809600012216893442,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809591852722753536,2016-12-16T02:51:53.000Z,everyone,quero meu antigo tt de volta #sad ;-;,809584849308749825,Twitter Web Client,809591852722753536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809549922202697728,2016-12-16T01:26:44.000Z,everyone,@someuser @someuser O MELHOR jogo RUIM da rodada! #sad #Poor49ers,26119963,Twitter for iPhone,809570423243476992,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,2300416188,"[{'type': 'replied_to', 'id': '809568365706706945'}]",{'place_id': '68e019afec7d0ba5'}
809551215776399360,2016-12-16T00:22:43.000Z,everyone,"@someuser eu acho que amigo nenhum meu teria essa coragem, eles iam olhar pro cabelo e desistir dkdjkd faltou tonalizante pra mim #SAD",1271211362,Twitter for Android,809554314213605376,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,2181105098,"[{'type': 'replied_to', 'id': '809554039037952001'}]",
809547303870730240,2016-12-15T23:54:52.000Z,everyone,Queria muito ter tofu pra por no yakisoba que to fazendo #sad,197859508,Twitter for iPhone,809547303870730240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809534410613751809,2016-12-15T23:03:38.000Z,everyone,Aqui ainda enjoy final das minhas férias #sad,3264683613,Twitter for iPhone,809534410613751809,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809525040593170432,2016-12-15T22:26:24.000Z,everyone,aff um dos meus bixos favoritos repetiram #sad 😔,773159758312378368,Twitter for iPhone,809525040593170432,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,{'place_id': '0d0eb7906b10766f'}
809504611396702210,2016-12-15T21:05:13.000Z,everyone,Me fui a pesar #Sad,750841525257531393,Twitter for Android,809504611396702210,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809473249620922368,2016-12-15T19:00:36.000Z,everyone,#Sad Rafique tu aj cha gy Parliament ma acha defend kia PM ko#,779379672937328640,Twitter for Android,809473249620922368,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
809467365708558336,2016-12-15T18:39:44.000Z,everyone,"@someuser era bebida e ginja à descrição, mas houve uns problemas e não há jantar para ninguém. Vou ter que guardar o meu vestido #sad",150274387,Twitter Web Client,809467995760181248,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",pt,#sad,2491595270,"[{'type': 'replied_to', 'id': '809467691098587136'}]",
809459029575696385,2016-12-15T18:04:06.000Z,everyone,normani segue todo mundo menos eu #sad,759194659562352640,Twitter for iPhone,809459029575696385,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809458979092865024,2016-12-15T18:03:54.000Z,everyone,Alguém entende de #sad ou #modelomultidimensional poxa... preciso de ajuda nos estudos,346034925,Twitter Web Client,809458979092865024,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809420209270456320,2016-12-15T15:29:50.000Z,everyone,aaaaa to ficando gripada #sad,773030835977068545,Twitter for iPhone,809420209270456320,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
809418168783532032,2016-12-15T15:21:44.000Z,everyone,"Meu Deus, que mundo louco esse que estamos vivendo viu! #Sad",40534473,Twitter for Android,809418168783532032,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809408421443342336,2016-12-15T14:48:45.000Z,everyone,@someuser Não quero me fuder #sad,67720994,TweetDeck,809409868142612480,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,74870961,"[{'type': 'replied_to', 'id': '809408421443342336'}]",
809377290694094849,2016-12-15T12:39:18.000Z,everyone,esto nunca me pasara #sad 💔. http://someurl,808080810322653184,Twitter for Android,809377290694094849,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",es,#sad,,"[{'type': 'quoted', 'id': '808787664681873408'}]",
809229377435291657,2016-12-15T11:41:14.000Z,everyone,"@someuser então, pediu pra todo mundo menos pra mim #sad",4837292272,Twitter for Android,809362680222019584,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,741421430051590144,"[{'type': 'replied_to', 'id': '809233761095340034'}]",
809240572225605633,2016-12-15T03:38:16.000Z,everyone,@someuser nunca me envias nada a mi #sad,257107656,Twitter for iPhone,809241136598544384,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,1631128196,"[{'type': 'replied_to', 'id': '809240572225605633'}]",
809229377435291657,2016-12-15T03:01:37.000Z,everyone,@someuser nossa pediu pra todo mundo uma músiquinha #sad http://someurl,4837292272,Twitter for Android,809231914339094529,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",pt,#sad,741421430051590144,"[{'type': 'replied_to', 'id': '809229377435291657'}]",
809228374933721091,2016-12-15T02:47:33.000Z,everyone,"pior q n estar no wlss e ver o awards q tá tendo, quando eu tava lá pedia tanto um awards #sad",4837292272,Twitter for Android,809228374933721091,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809223215776202752,2016-12-15T02:27:03.000Z,everyone,queria tanto que a camila tivesse ficado do lado do andrew nessas fotos mais do que triste #sad http://someurl,3353551354,Twitter for iPhone,809223215776202752,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809218043255672834,2016-12-15T02:06:30.000Z,everyone,Queria um chamego hj à noite porém não irá acontecer #sad,2197715568,Twitter for Android,809218043255672834,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",pt,#sad,,,
809180375520051200,2016-12-15T01:49:05.000Z,everyone,@someuser eu conheço umas mas nunca falei De Verdade com algumakdkkks #sad | MUD DEUS OS MEUS TAMBEM??,766752971694731265,Twitter Web Client,809213660849721351,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,477871701,"[{'type': 'replied_to', 'id': '809209710272479232'}]",
809209196210253825,2016-12-15T01:31:21.000Z,everyone,"Nossa, q tristeza isso. Justo c a Normani | #Sorry5H | #sad http://someurl",3083039566,Twitter for Android,809209196210253825,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,,,
809204112596357123,2016-12-15T01:11:09.000Z,everyone,"Sr Meu Deus, tente piedade de teus filhos!!!! :( #sad http://someurl",40592092,Twitter for Android,809204112596357123,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,"[{'type': 'quoted', 'id': '809182469778010112'}]",
809182850759192576,2016-12-14T23:46:40.000Z,everyone,Vamo comemora as férias pra tirar essa cara de cansada #ferias #tired #sad #girlwithglasses http://someurl,332377915,Instagram,809182850759192576,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
809171086764109824,2016-12-14T23:11:15.000Z,everyone,@someuser é sim migo! nem consegui ver... #sad #afff,733769782898642944,Twitter Web Client,809173940736294916,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,212739401,"[{'type': 'replied_to', 'id': '809171086764109824'}]",
795453425966284800,2016-12-14T22:04:20.000Z,everyone,@someuser me deram block lá #sad,4181711488,Twitter for Android,809157099582324737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,795448858235072512,"[{'type': 'replied_to', 'id': '795453425966284800'}]",
809151411934072832,2016-12-14T21:41:44.000Z,everyone,"É Lilo, compreendo bem. #Sad http://someurl",270888530,Facebook,809151411934072832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
808836323557642240,2016-12-14T20:13:15.000Z,everyone,@someuser @someuser @someuser @someuser tentando ler o q ta escondido na conversa e só vi traira #sad 💔 akdkajdka,331112302,Twitter for Android,809129145259216897,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",pt,#sad,48507895,"[{'type': 'replied_to', 'id': '809128457531772932'}]",
809102414083133440,2016-12-14T18:27:02.000Z,everyone,"E, obviamente, não tomar o caldinho. #sad",44188735,Twitter Web Client,809102414083133440,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",pt,#sad,,,
